mins 2670 , noise_error =0.9893617021276596
mins 2671 , noise_error =1.0
mins 2672 , noise_error =0.9506172839506173
mins 2673 , noise_error =0.8888888888888888
mins 2674 , noise_error =1.0
mins 2675 , noise_error =1.0
mins 2676 , noise_error =1.0
mins 2677 , noise_error =1.0
mins 2678 , noise_error =1.0
mins 2679 , noise_error =1.0
mins 2680 , noise_error =1.0
mins 2681 , noise_error =1.0
mins 2682 , noise_error =1.0
mins 2683 , noise_error =0.9506172839506173
mins 2684 , noise_error =0.9375
mins 2685 , noise_error =1.0
mins 2686 , noise_error =1.0
mins 2687 , noise_error =1.0
mins 2688 , noise_error =1.0
mins 2689 , noise_error =1.0
mins 2690 , noise_error =1.0
mins 2691 , noise_error =1.0
mins 2692 , noise_error =1.0
mins 2693 , noise_error =1.0
mins 2694 , noise_error =1.0
mins 2695 , noise_error =0.9647058823529412
mins 2696 , noise_error =1.0
mins 2697 , noise_error =1.0
mins 2698 , noise_error =0.9452054794520548
mins 2699 , noise_error =1.0
mins 2700 , noise_error =1.0
mins 2701 , noise_error =1.0
mins 2702 , noise_error =1.0
mins 2703 , noise_error =1.0
mins 2704 , noise_error =1.0
mins 2705 , noise_error =1.0
mins 2706 , noise_error =1.0
mins 2707 , noise_error =1.0
mins 2708 , noise_error =1.0
mins 2709 , noise_error =1.0
mins 2710 , noise_error =1.0
mins 2711 , noise_error =1.0
mins 2712 , noise_error =1.0
mins 2713 , noise_error =1.0
mins 2714 , noise_error =1.0
mins 2715 , noise_error =1.0
mins 2716 , noise_error =0.9230769230769231
mins 2717 , noise_error =1.0
mins 2718 , noise_error =1.0
mins 2719 , noise_error =1.0
mins 2720 , noise_error =1.0
mins 2721 , noise_error =1.0
mins 2722 , noise_error =1.0
mins 2723 , noise_error =0.8588235294117648
mins 2724 , noise_error =1.0
mins 2725 , noise_error =1.0
mins 2726 , noise_error =0.9753086419753086
mins 2727 , noise_error =0.9560439560439561
mins 2728 , noise_error =1.0
mins 2729 , noise_error =1.0
mins 2730 , noise_error =0.9879518072289156
mins 2731 , noise_error =0.9876543209876543
mins 2732 , noise_error =0.9743589743589743
mins 2733 , noise_error =0.9589041095890412
mins 2734 , noise_error =0.925
mins 2735 , noise_error =1.0
mins 2736 , noise_error =1.0
mins 2737 , noise_error =0.9113924050632911
mins 2738 , noise_error =0.7976190476190477
mins 2739 , noise_error =0.9090909090909091
mins 2740 , noise_error =1.0
mins 2741 , noise_error =1.0
mins 2742 , noise_error =1.0
mins 2743 , noise_error =1.0
mins 2744 , noise_error =1.0
mins 2745 , noise_error =1.0
mins 2746 , noise_error =0.9777777777777777
mins 2747 , noise_error =0.978021978021978
mins 2748 , noise_error =0.875
mins 2749 , noise_error =0.9065420560747663
mins 2750 , noise_error =1.0
mins 2751 , noise_error =0.6
mins 2752 , noise_error =0.8
mins 2753 , noise_error =0.7843137254901961
mins 2754 , noise_error =0.9150943396226415
mins 2755 , noise_error =0.5773195876288659
mins 2756 , noise_error =0.8037383177570093
mins 2757 , noise_error =0.8673469387755102
mins 2758 , noise_error =0.9696969696969697
mins 2759 , noise_error =1.0
mins 2760 , noise_error =0.7325581395348837
mins 2761 , noise_error =0.4878048780487805
mins 2762 , noise_error =0.7619047619047619
mins 2763 , noise_error =0.8811881188118812
mins 2764 , noise_error =0.6597938144329897
mins 2765 , noise_error =0.6086956521739131
mins 2766 , noise_error =0.48484848484848486
mins 2767 , noise_error =0.6796116504854368
mins 2768 , noise_error =0.5858585858585859
mins 2769 , noise_error =0.7403846153846154
mins 2770 , noise_error =0.75
mins 2771 , noise_error =0.6633663366336633
mins 2772 , noise_error =0.7010309278350515
mins 2773 , noise_error =0.7010309278350515
mins 2774 , noise_error =0.44999999999999996
mins 2775 , noise_error =0.6728971962616823
mins 2776 , noise_error =0.7961165048543689
mins 2777 , noise_error =0.6774193548387097
mins 2778 , noise_error =0.5052631578947369
mins 2779 , noise_error =0.3707865168539326
mins 2780 , noise_error =0.7346938775510203
mins 2781 , noise_error =0.47619047619047616
mins 2782 , noise_error =0.6923076923076923
mins 2783 , noise_error =0.897196261682243
mins 2784 , noise_error =0.7663551401869159
mins 2785 , noise_error =0.6168224299065421
mins 2786 , noise_error =0.7889908256880733
mins 2787 , noise_error =0.4042553191489362
mins 2788 , noise_error =0.3977272727272727
mins 2789 , noise_error =0.25757575757575757
mins 2790 , noise_error =0.42391304347826086
mins 2791 , noise_error =0.33333333333333337
mins 2792 , noise_error =0.5196078431372548
mins 2793 , noise_error =0.368421052631579
mins 2794 , noise_error =0.45744680851063835
mins 2795 , noise_error =0.21052631578947367
mins 2796 , noise_error =0.09836065573770492
mins 2797 , noise_error =0.4487179487179487
mins 2798 , noise_error =0.4509803921568627
mins 2799 , noise_error =0.5510204081632653
mins 2800 , noise_error =0.11688311688311692
mins 2801 , noise_error =0.4301075268817204
mins 2802 , noise_error =0.5673076923076923
mins 2803 , noise_error =0.5287356321839081
mins 2804 , noise_error =0.3411764705882353
mins 2805 , noise_error =0.2063492063492064
mins 2806 , noise_error =0.3655913978494624
mins 2807 , noise_error =0.1351351351351351
mins 2808 , noise_error =0.32608695652173914
mins 2809 , noise_error =0.35365853658536583
mins 2810 , noise_error =0.5555555555555556
mins 2811 , noise_error =0.4112149532710281
mins 2812 , noise_error =0.6666666666666667
mins 2813 , noise_error =0.44999999999999996
mins 2814 , noise_error =0.4901960784313726
mins 2815 , noise_error =0.2716049382716049
mins 2816 , noise_error =0.47058823529411764
mins 2817 , noise_error =0.2978723404255319
mins 2818 , noise_error =0.5172413793103448
mins 2819 , noise_error =0.8
mins 2820 , noise_error =0.125
mins 2821 , noise_error =0.08771929824561409
mins 2822 , noise_error =0.1470588235294118
mins 2823 , noise_error =0.19354838709677424
mins 2824 , noise_error =0.13636363636363635
mins 2825 , noise_error =0.17567567567567566
mins 2826 , noise_error =0.48863636363636365
mins 2827 , noise_error =0.061224489795918324
mins 2828 , noise_error =0.29032258064516125
mins 2829 , noise_error =0.43333333333333335
mins 2830 , noise_error =0.03448275862068961
mins 2831 , noise_error =0.20779220779220775
mins 2832 , noise_error =0.38235294117647056
mins 2833 , noise_error =0.2872340425531915
mins 2834 , noise_error =0.07407407407407407
mins 2835 , noise_error =0.06896551724137934
mins 2836 , noise_error =0.547945205479452
mins 2837 , noise_error =0.7777777777777778
mins 2838 , noise_error =0.24528301886792447
mins 2839 , noise_error =0.12903225806451613
mins 2840 , noise_error =0.345679012345679
mins 2841 , noise_error =0.8709677419354839
mins 2842 , noise_error =0.18918918918918914
mins 2843 , noise_error =0.17391304347826086
mins 2844 , noise_error =0.38095238095238093
mins 2845 , noise_error =0.3928571428571429
mins 2846 , noise_error =0.3375
mins 2847 , noise_error =0.3648648648648649
mins 2848 , noise_error =0.5052631578947369
mins 2849 , noise_error =0.773109243697479
mins 2850 , noise_error =0.5739130434782609
mins 2851 , noise_error =0.12765957446808507
mins 2852 , noise_error =0.08333333333333337
mins 2853 , noise_error =0.30666666666666664
mins 2854 , noise_error =0.359375
mins 2855 , noise_error =0.06060606060606055
mins 2856 , noise_error =0.16000000000000003
mins 2857 , noise_error =0.4029850746268657
mins 2860 , noise_error =0.0
mins 2861 , noise_error =0.0
mins 2862 , noise_error =0.0
mins 2863 , noise_error =0.0625
mins 2864 , noise_error =0.36363636363636365
mins 2865 , noise_error =0.75
mins 2866 , noise_error =0.9083333333333333
mins 2867 , noise_error =0.9918032786885246
mins 2868 , noise_error =1.0
mins 2869 , noise_error =1.0
mins 2870 , noise_error =1.0
mins 2871 , noise_error =1.0
mins 2872 , noise_error =1.0
mins 2873 , noise_error =1.0
mins 2874 , noise_error =1.0
mins 2875 , noise_error =0.9833333333333333
mins 2876 , noise_error =0.9836065573770492
mins 2877 , noise_error =1.0
mins 2878 , noise_error =1.0
mins 2879 , noise_error =1.0
