"Date","S_no","Season","AL_Type","TEM","HUM","PM1","PM2.5","CO2"
"2018-10-23 00:00~4","LA020",0,1,25.25,65.7666666666667,16.7943333333333,18.1973333333333,562.666666666667
"2018-10-23 00:05~9","LA020",0,1,25.2,65.8,16.991,18.3,561
"2018-10-23 00:10~4","LA020",0,1,25.18,65.8,17.345,19.092,573
"2018-10-23 00:15~9","LA020",0,1,25.2,65.875,17.7285,18.674,547.5
"2018-10-23 00:20~4","LA020",0,1,25.14,65.8,17.935,19.268,552.8
"2018-10-23 00:25~9","LA020",0,1,25.14,65.82,17.935,19.532,548.2
"2018-10-23 00:30~4","LA020",0,1,25.16,65.84,17.227,18.388,563
"2018-10-23 00:35~9","LA020",0,1,25.1,65.8,16.401,17.772,554.4
"2018-10-23 00:40~4","LA020",0,1,25.1,65.82,15.811,17.332,551.2
"2018-10-23 00:45~9","LA020",0,1,25.1,65.86,16.873,18.124,552.4
"2018-10-23 00:50~4","LA020",0,1,25.1,65.86,16.0396,17.42,553.6
"2018-10-23 00:55~9","LA020",0,1,25.1,65.86,15.811,17.244,549.8
"2018-10-23 01:00~4","LA020",0,1,25.04,65.86,14.867,16.364,563.8
"2018-10-23 01:05~9","LA020",0,1,25,65.9,14.749,16.1,564
"2018-10-23 01:10~4","LA020",0,1,25,65.9,14.867,16.188,550.6
"2018-10-23 01:15~9","LA020",0,1,25,65.88,15.339,16.54,559
"2018-10-23 01:20~4","LA020",0,1,24.96,65.9,15.811,16.804,545
"2018-10-23 01:25~9","LA020",0,1,24.925,65.9,15.6635,17.024,554.75
"2018-10-23 01:30~4","LA020",0,1,24.9,65.9,15.575,16.54,558.8
"2018-10-23 01:35~9","LA020",0,1,24.92,65.88,16.519,18.124,555.4
"2018-10-23 01:40~4","LA020",0,1,24.94,65.88,16.755,18.564,562.4
"2018-10-23 01:45~9","LA020",0,1,25,65.84,17.109,18.564,566.8
"2018-10-23 01:50~4","LA020",0,1,24.96,65.8,17.345,18.74,570.8
"2018-10-23 01:55~9","LA020",0,1,25,65.8,16.873,18.388,565
"2018-10-23 02:00~4","LA020",0,1,25,65.82,17.581,18.476,564.2
"2018-10-23 02:05~9","LA020",0,1,25,65.82,18.053,19.444,565.4
"2018-10-23 02:10~4","LA020",0,1,24.98,65.82,18.171,19.356,569.2
"2018-10-23 02:15~9","LA020",0,1,24.9,65.88,17.935,19.532,568.2
"2018-10-23 02:20~4","LA020",0,1,24.9,65.9,18.053,19.62,580.2
"2018-10-23 02:25~9","LA020",0,1,24.9,65.9,18.053,19.18,582
"2018-10-23 02:30~4","LA020",0,1,24.9,65.9,18.466,20.214,566.5
"2018-10-23 02:35~9","LA020",0,1,24.9,65.9,18.643,20.588,572.4
"2018-10-23 02:40~4","LA020",0,1,24.9,65.9,18.643,20.412,552.6
"2018-10-23 02:45~9","LA020",0,1,24.9,65.9,19.351,21.028,578.6
"2018-10-23 02:50~4","LA020",0,1,24.86,65.86,18.171,20.412,566
"2018-10-23 02:55~9","LA020",0,1,24.8,65.9,18.407,20.324,562.4
"2018-10-23 03:00~4","LA020",0,1,24.8,65.9,18.171,19.62,560.8
"2018-10-23 03:05~9","LA020",0,1,24.8,65.94,18.525,20.588,555.4
"2018-10-23 03:10~4","LA020",0,1,24.72,65.96,18.879,20.852,561.2
"2018-10-23 03:15~9","LA020",0,1,24.7,66,19.115,21.116,559.6
"2018-10-23 03:20~4","LA020",0,1,24.6,66.06,19.587,21.908,563.8
"2018-10-23 03:25~9","LA020",0,1,24.56,66.1,19.469,21.556,562.6
"2018-10-23 03:30~4","LA020",0,1,24.52,66.1,19.469,21.292,551.4
"2018-10-23 03:35~9","LA020",0,1,24.46,66.08,19.823,21.908,560
"2018-10-23 03:40~4","LA020",0,1,24.425,66.125,19.351,21.974,563.5
"2018-10-23 03:45~9","LA020",0,1,24.4,66.16,19.351,21.732,576.8
