"S_no","Season","AL_Type","Date","TEM","HUM","PM1","PM2.5","CO2"
"LA001",1,3,2019-03-08 20:44:00,19.685,81.975,0,0,719.15
"LA001",1,3,2019-03-08 20:49:00,19.73,81.58,0,0,699.75
"LA001",1,3,2019-03-08 20:54:00,19.795,81.565,0,0,696.25
"LA001",1,3,2019-03-08 20:59:00,19.8789473684211,81.1,4.83078947368421,5.42131578947368,690.368421052632
"LA001",1,3,2019-03-08 21:04:00,19.9266666666667,81.1133333333333,31.5366666666667,36.253,688.266666666667
"LA001",1,3,2019-03-08 21:09:00,19.8588235294118,81.7352941176471,6.40482352941176,7.004,675.058823529412
"LA001",1,3,2019-03-08 21:14:00,19.655,82.84,6.37325,7.2917,684.3
"LA001",1,3,2019-03-08 21:19:00,20.6,80.5764705882353,6.70394117647059,7.60841176470588,697.882352941176
"LA001",1,3,2019-03-08 21:24:00,22.455,75.905,6.37325,7.31225,665.45
"LA001",1,3,2019-03-08 21:29:00,23.1466666666667,72.4266666666667,6.19433333333333,7.0862,679.533333333333
"LA001",1,3,2019-03-08 21:34:00,22.715,72.185,30.17125,34.91725,699.6
"LA001",1,3,2019-03-08 21:39:00,22.405,72.315,31.725,35.53375,692.55
"LA001",1,3,2019-03-08 21:44:00,21.995,74.195,6.54275,7.415,685
"LA001",1,3,2019-03-08 21:49:00,21.405,77.035,7.05125,8.0315,692.3
"LA001",1,3,2019-03-08 21:54:00,21.085,78.23,34.2675,39.13,728
"LA001",1,3,2019-03-08 21:59:00,20.955,78.31,34.40875,39.541,756.35
"LA001",1,3,2019-03-08 22:04:00,20.8421052631579,78.8052631578947,34.6392105263158,39.9952631578947,703.736842105263
"LA001",1,3,2019-03-08 22:09:00,20.65,79.4,6.9665,7.7438,678.6
"LA001",1,3,2019-03-08 22:14:00,20.8444444444444,79.0166666666667,32.0702777777778,37.4175,682.5
"LA001",1,3,2019-03-08 22:19:00,20.91,79.205,30.17125,35.53375,683.3
"LA001",1,3,2019-03-08 22:24:00,21.045,78.65,26.8335,31.214,674.25
"LA001",1,3,2019-03-08 22:29:00,21.11,78.39,28.0525,33.27325,701.75
"LA001",1,3,2019-03-08 22:34:00,21.0722222222222,77.8777777777778,28.4605555555556,32.6225,678.388888888889
"LA001",1,3,2019-03-08 22:39:00,21.4882352941176,77.3,25.7094117647059,30.4264705882353,670.705882352941
"LA001",1,3,2019-03-08 22:44:00,21.25,77.355,23.95625,28.033,690.65
"LA001",1,3,2019-03-08 22:49:00,21.0833333333333,77.6055555555556,20.9272222222222,25.5441666666667,669.555555555556
"LA001",1,3,2019-03-08 22:54:00,20.8117647058824,78.5058823529412,3.89123529411765,4.68205882352941,684.294117647059
"LA001",1,3,2019-03-08 22:59:00,20.4833333333333,78.5166666666667,3.99711111111111,4.72066666666667,701.111111111111
"LA001",1,3,2019-03-08 23:04:00,20.4375,78.65,3.9931875,4.84625,876.5
"LA001",1,3,2019-03-08 23:09:00,20.3181818181818,79.1272727272727,4.25963636363636,4.98636363636364,855.363636363636
"LA001",1,3,2019-03-08 23:14:00,20.1,80.0333333333333,21.3666666666667,26.115,697.933333333333
"LA001",1,3,2019-03-08 23:19:00,20,79.9125,21.201875,25.9009375,711.375
"LA001",1,3,2019-03-08 23:24:00,19.985,79.745,4.424,5.29835,749.2
"LA001",1,3,2019-03-08 23:29:00,20,79.4428571428572,4.5935,5.41871428571429,755
"LA001",1,3,2019-03-08 23:34:00,20.0733333333333,79.1733333333333,22.4966666666667,27.759,775
"LA001",1,3,2019-03-08 23:39:00,20.1,79.0882352941176,4.67658823529412,5.67429411764706,748.294117647059
"LA001",1,3,2019-03-08 23:44:00,20,79.2588235294118,4.77629411764706,5.62594117647059,770.705882352941
"LA001",1,3,2019-03-08 23:49:00,19.9888888888889,79.9222222222222,26.5772222222222,31.595,754.777777777778
"LA001",1,3,2019-03-08 23:54:00,19.88,80.015,28.75875,32.965,750.9
"LA001",1,3,2019-03-08 23:59:00,19.81,80.365,6.03425,7.02455,692.45
"LA001",1,3,2019-03-09 00:04:00,19.795,80.585,6.14725,6.9629,868.45
"LA001",1,3,2019-03-09 00:09:00,19.8,80.5684210526316,5.73836842105263,6.80931578947368,788.157894736842
"LA001",1,3,2019-03-09 00:14:00,19.73,80.745,5.7235,6.53135,684
"LA001",1,3,2019-03-09 00:19:00,19.78,80.575,6.37325,7.4972,699.55
"LA001",1,3,2019-03-09 00:24:00,19.7,80.8,5.76810526315789,7.02563157894737,815.210526315789
"LA001",1,3,2019-03-09 00:29:00,19.755,80.65,5.97775,7.23005,766.55
"LA001",1,3,2019-03-09 00:34:00,19.795,80.42,5.41275,6.3464,730.4
"LA001",1,3,2019-03-09 00:39:00,19.73,80.38,5.24325,6.07925,759.1
"LA001",1,3,2019-03-09 00:44:00,19.7,80.95,5.4975,6.6752,754.35
"LA001",1,3,2019-03-09 00:49:00,19.765,81.32,6.571,7.7438,703.6
