"Date","S_no","Season","AL_Type","TEM","HUM","PM1","PM2.5","CO2"
"2019-03-05 08:00~4","LA010",1,3,22.29,65.805,19.76575,21.5941,456.45
"2019-03-05 08:05~9","LA010",1,3,22.53,65.97,18.89125,20.8018,516.5
"2019-03-05 08:10~4","LA010",1,3,21.955,66.405,17.43375,19.5091,471.2
"2019-03-05 08:15~9","LA010",1,3,22.04,56.79,10.32115,11.52355,1129.05
"2019-03-05 08:20~4","LA010",1,3,22.75,46.225,7.46445,8.06245,1285.7
"2019-03-05 08:25~9","LA010",1,3,23.8631578947368,42.3210526315789,5.68936842105263,6.56673684210526,1643.73684210526
"2019-03-05 08:30~4","LA010",1,3,24.33,37.57,4.89925,5.64385,1804.05
"2019-03-05 08:35~9","LA010",1,3,24.44,40.32,6.0944,7.06165,1745.55
"2019-03-05 08:40~4","LA010",1,3,23.935,59.625,14.69365,16.94455,483.85
"2019-03-05 08:45~9","LA010",1,3,23.22,63.78,28.3067,32.0191,495.4
"2019-03-05 08:50~4","LA010",1,3,22.98,63.11,13.9066,15.8812,474.1
"2019-03-05 08:55~9","LA010",1,3,23.525,61.79,14.75195,16.31905,471.4
"2019-03-05 09:00~4","LA010",1,3,24.51,59.25,14.5479,16.2148,480.4
"2019-03-05 09:05~9","LA010",1,3,24.985,57.875,14.46045,16.23565,489.25
"2019-03-05 09:10~4","LA010",1,3,25.305,57.05,14.28555,16.2565,491.9
"2019-03-05 09:15~9","LA010",1,3,25.45,56.645,14.05235,15.5476,489
"2019-03-05 09:20~4","LA010",1,3,25.59,56.37,14.0232,15.3808,493.65
"2019-03-05 09:25~9","LA010",1,3,25.645,56.215,13.81915,15.2974,488.45
"2019-03-05 09:30~4","LA010",1,3,25.705,56.095,13.70255,15.1306,485.3
"2019-03-05 09:35~9","LA010",1,3,25.76,56.045,13.207,14.81785,483.85
"2019-03-05 09:40~4","LA010",1,3,25.82,56.055,13.0904,14.56765,493.85
"2019-03-05 09:45~9","LA010",1,3,25.875,56.025,13.06125,14.9221,497.5
"2019-03-05 09:50~4","LA010",1,3,25.94,56.03,12.9738,14.40085,502.45
"2019-03-05 09:55~9","LA010",1,3,26,55.945,12.9155,14.2132,501.05
"2019-03-05 10:00~4","LA010",1,3,26,55.98,12.3325,13.8796,498.7
"2019-03-05 10:05~9","LA010",1,3,26.065,55.995,12.2159,13.7962,504.9
"2019-03-05 10:10~4","LA010",1,3,26.07,56.045,12.1576,13.8796,504.5
"2019-03-05 10:15~9","LA010",1,3,26.075,56.21,11.66205,12.9622,503.95
"2019-03-05 10:20~4","LA010",1,3,26.1,56.16,11.4207,12.60775,503.75
"2019-03-05 10:25~9","LA010",1,3,26.1,56.27,11.31225,12.06565,498.35
"2019-03-05 10:30~4","LA010",1,3,26.19,56.175,11.1082,12.27415,495.8
"2019-03-05 10:35~9","LA010",1,3,26.2,56.205,11.02075,11.9614,488.35
"2019-03-05 10:40~4","LA010",1,3,26.225,56.245,11.02075,11.81545,491.2
"2019-03-05 10:45~9","LA010",1,3,26.215,56.34,10.49605,11.44015,496.25
"2019-03-05 10:50~4","LA010",1,3,26.2157894736842,56.4421052631579,10.4454210526316,11.1317894736842,493.473684210526
"2019-03-05 10:55~9","LA010",1,3,26.26,56.505,10.2879,10.9189,492.4
"2019-03-05 11:00~4","LA010",1,3,26.29,56.56,9.7673,10.6687,487.65
"2019-03-05 11:05~9","LA010",1,3,26.29,56.705,9.62155,10.0432,493.4
"2019-03-05 11:10~4","LA010",1,3,26.305,56.71,9.126,9.793,494.5
"2019-03-05 11:15~9","LA010",1,3,26.325,56.68,8.9135,9.3343,489.95
"2019-03-05 11:20~4","LA010",1,3,26.4,56.575,8.3596,8.7088,492.6
"2019-03-05 11:25~9","LA010",1,3,26.3947368421053,56.6631578947368,8.06926315789474,8.60784210526316,490.789473684211
"2019-03-05 11:30~4","LA010",1,3,26.39,56.715,7.57675,8.1667,488
"2019-03-05 11:35~9","LA010",1,3,26.4,56.685,7.28525,7.89565,490.1
"2019-03-05 11:40~4","LA010",1,3,26.4,56.65,7.23125,7.81225,496.5
"2019-03-05 11:45~9","LA010",1,3,26.4,56.71,7.04775,7.47865,497.95
"2019-03-05 11:50~4","LA010",1,3,26.405,56.64,6.81885,7.31185,503.65
"2019-03-05 11:55~9","LA010",1,3,25.92,58.02,6.85995,7.1659,497.25
"2019-03-05 12:00~4","LA010",1,3,25.6,59.18,6.35675,6.97825,505.35
"2019-03-05 12:05~9","LA010",1,3,25.87,58.485,6.70225,7.31185,515.65
"2019-03-05 12:10~4","LA010",1,3,26.43,56.745,6.6774,7.27015,500.1
"2019-03-05 12:15~9","LA010",1,3,26.65,55.89,6.35675,6.93655,497.35
"2019-03-05 12:20~4","LA010",1,3,26.78,55.47,6.47335,6.85315,494.7
"2019-03-05 12:25~9","LA010",1,3,26.84,55.23,6.6191,7.10335,488.1
"2019-03-05 12:30~4","LA010",1,3,26.85,55.21,6.6774,7.14505,481.8
"2019-03-05 12:35~9","LA010",1,3,26.565,55.91,6.70225,7.10335,482.7
"2019-03-05 12:40~4","LA010",1,3,26.34,56.57,6.64825,7.39525,476.8
"2019-03-05 12:45~9","LA010",1,3,26.22,56.91,6.9186,7.5412,469.75
"2019-03-05 12:50~4","LA010",1,3,26.18,57.13,6.69795,7.22845,465.9
"2019-03-05 12:55~9","LA010",1,3,26.185,57.245,6.7271,7.35355,468.35
"2019-03-05 13:00~4","LA010",1,3,26.265,57.205,6.7854,7.2493,475.45
"2019-03-05 13:05~9","LA010",1,3,26.275,57.165,7.11465,7.5829,484.7
"2019-03-05 13:10~4","LA010",1,3,26.41,56.905,7.05205,7.5829,490.15
