"Season","AL_Type","datatime","date","time","sht_t","sht_h","co2","cPM1","cPM2.5"
1,2,"2019-03-08 00:00:00","2019-03-08","00:00:00",15.6,74.9,430,20.632,22.32
1,2,"2019-03-08 00:00:15","2019-03-08","00:00:15",15.7,74.9,430,20.632,22.741
1,2,"2019-03-08 00:00:30","2019-03-08","00:00:30",15.6,74.8,430,20.021,23.162
1,2,"2019-03-08 00:00:45","2019-03-08","00:00:45",15.6,74.8,430,20.021,22.741
1,2,"2019-03-08 00:01:15","2019-03-08","00:01:15",15.7,74.4,430,20.021,23.162
1,2,"2019-03-08 00:01:30","2019-03-08","00:01:30",15.6,74.3,430,20.632,22.741
1,2,"2019-03-08 00:01:45","2019-03-08","00:01:45",15.7,74.3,429,20.632,23.162
1,2,"2019-03-08 00:02:00","2019-03-08","00:02:00",15.7,74.2,429,20.021,22.32
1,2,"2019-03-08 00:02:15","2019-03-08","00:02:15",15.7,74.3,429,20.632,22.741
1,2,"2019-03-08 00:02:30","2019-03-08","00:02:30",15.7,74.1,429,19.41,22.32
1,2,"2019-03-08 00:02:45","2019-03-08","00:02:45",15.6,74.2,428,20.021,22.741
1,2,"2019-03-08 00:03:00","2019-03-08","00:03:00",15.6,74.3,427,20.021,22.32
1,2,"2019-03-08 00:03:15","2019-03-08","00:03:15",15.7,74.1,427,20.021,23.583
1,2,"2019-03-08 00:03:30","2019-03-08","00:03:30",15.6,74.2,426,20.021,23.162
1,2,"2019-03-08 00:03:45","2019-03-08","00:03:45",15.6,74.2,424,19.41,23.162
1,2,"2019-03-08 00:04:00","2019-03-08","00:04:00",15.7,74.1,424,19.41,22.32
1,2,"2019-03-08 00:04:15","2019-03-08","00:04:15",15.7,74,425,19.41,21.899
1,2,"2019-03-08 00:04:30","2019-03-08","00:04:30",15.8,73.8,426,19.41,22.32
1,2,"2019-03-08 00:04:45","2019-03-08","00:04:45",15.7,73.9,425,20.021,22.32
1,2,"2019-03-08 00:05:00","2019-03-08","00:05:00",15.7,74,425,20.021,23.162
1,2,"2019-03-08 00:05:15","2019-03-08","00:05:15",15.7,73.9,425,20.021,22.741
1,2,"2019-03-08 00:05:30","2019-03-08","00:05:30",15.7,74.1,425,19.41,22.741
1,2,"2019-03-08 00:05:45","2019-03-08","00:05:45",15.8,74,425,19.41,22.32
1,2,"2019-03-08 00:06:00","2019-03-08","00:06:00",15.8,73.9,426,19.41,21.899
1,2,"2019-03-08 00:06:15","2019-03-08","00:06:15",15.8,73.9,426,20.021,22.32
1,2,"2019-03-08 00:06:30","2019-03-08","00:06:30",15.8,74.1,425,20.021,22.741
1,2,"2019-03-08 00:06:45","2019-03-08","00:06:45",15.9,74,425,19.41,22.32
1,2,"2019-03-08 00:07:00","2019-03-08","00:07:00",15.9,74,427,19.41,22.741
1,2,"2019-03-08 00:07:15","2019-03-08","00:07:15",15.9,73.8,428,19.41,22.32
1,2,"2019-03-08 00:07:30","2019-03-08","00:07:30",15.9,73.9,428,19.41,21.899
1,2,"2019-03-08 00:07:45","2019-03-08","00:07:45",15.9,73.9,427,20.021,21.899
1,2,"2019-03-08 00:08:00","2019-03-08","00:08:00",15.9,73.8,427,20.021,22.32
1,2,"2019-03-08 00:08:15","2019-03-08","00:08:15",16,73.7,427,20.021,22.741
1,2,"2019-03-08 00:08:30","2019-03-08","00:08:30",15.9,73.5,427,20.021,22.32
1,2,"2019-03-08 00:08:45","2019-03-08","00:08:45",15.9,73.6,427,19.41,22.32
1,2,"2019-03-08 00:09:00","2019-03-08","00:09:00",16,73.5,427,20.021,22.741
1,2,"2019-03-08 00:09:15","2019-03-08","00:09:15",15.9,73.5,427,19.41,22.32
