"Season","AL_Type","datatime","date","time","sht_t","sht_h","co2","cPM1","cPM2.5"
1,3,"2019-03-14 00:00:00","2019-03-14","00:00:00",24.2,60.3,498,11.725,12.079
1,3,"2019-03-14 00:00:15","2019-03-14","00:00:15",24.2,60.2,498,11.266,12.079
1,3,"2019-03-14 00:00:30","2019-03-14","00:00:30",24.2,60.2,499,11.266,12.393
1,3,"2019-03-14 00:00:45","2019-03-14","00:00:45",24.2,60.3,500,11.266,11.765
1,3,"2019-03-14 00:01:00","2019-03-14","00:01:00",24.2,60.4,499,11.725,11.765
1,3,"2019-03-14 00:01:15","2019-03-14","00:01:15",24.2,60.5,499,11.725,12.079
1,3,"2019-03-14 00:01:30","2019-03-14","00:01:30",24.2,60.4,500,11.725,12.393
1,3,"2019-03-14 00:01:45","2019-03-14","00:01:45",24.2,60.3,501,11.725,12.393
1,3,"2019-03-14 00:02:00","2019-03-14","00:02:00",24.2,60.4,504,12.184,12.393
1,3,"2019-03-14 00:02:15","2019-03-14","00:02:15",24.2,60.4,506,11.725,12.079
1,3,"2019-03-14 00:02:30","2019-03-14","00:02:30",24.2,60.5,510,11.725,12.079
1,3,"2019-03-14 00:02:45","2019-03-14","00:02:45",24.2,60.4,514,11.725,12.079
1,3,"2019-03-14 00:03:00","2019-03-14","00:03:00",24.2,60.5,516,11.266,12.079
1,3,"2019-03-14 00:03:15","2019-03-14","00:03:15",24.2,60.5,516,11.725,12.079
1,3,"2019-03-14 00:03:30","2019-03-14","00:03:30",24.2,60.5,518,11.266,12.079
1,3,"2019-03-14 00:03:45","2019-03-14","00:03:45",24.2,60.6,519,10.348,11.765
1,3,"2019-03-14 00:04:00","2019-03-14","00:04:00",24.2,60.7,519,11.266,12.393
1,3,"2019-03-14 00:04:15","2019-03-14","00:04:15",24.2,60.7,520,11.725,12.079
1,3,"2019-03-14 00:04:30","2019-03-14","00:04:30",24.2,60.8,522,11.266,11.765
1,3,"2019-03-14 00:04:45","2019-03-14","00:04:45",24.2,60.8,524,11.725,11.765
1,3,"2019-03-14 00:05:00","2019-03-14","00:05:00",24.2,60.8,525,11.266,11.765
1,3,"2019-03-14 00:05:15","2019-03-14","00:05:15",24.2,60.7,529,11.725,12.393
1,3,"2019-03-14 00:05:30","2019-03-14","00:05:30",24.2,60.8,532,11.725,12.393
1,3,"2019-03-14 00:05:45","2019-03-14","00:05:45",24.2,60.7,534,11.725,12.393
1,3,"2019-03-14 00:06:15","2019-03-14","00:06:15",24.2,60.8,535,11.725,12.079
1,3,"2019-03-14 00:06:30","2019-03-14","00:06:30",24.2,60.8,535,11.725,12.079
1,3,"2019-03-14 00:06:45","2019-03-14","00:06:45",24.2,60.8,536,11.725,11.765
1,3,"2019-03-14 00:07:00","2019-03-14","00:07:00",24.2,60.8,538,11.266,11.451
1,3,"2019-03-14 00:07:15","2019-03-14","00:07:15",24.2,60.8,539,11.451,11.451
1,3,"2019-03-14 00:07:30","2019-03-14","00:07:30",24.2,60.8,539,11.266,11.451
1,3,"2019-03-14 00:07:45","2019-03-14","00:07:45",24.2,60.8,539,11.266,11.451
1,3,"2019-03-14 00:08:00","2019-03-14","00:08:00",24.2,60.8,539,11.725,12.079
1,3,"2019-03-14 00:08:15","2019-03-14","00:08:15",24.2,60.8,541,11.266,12.079
1,3,"2019-03-14 00:08:30","2019-03-14","00:08:30",24.2,60.8,543,11.266,12.079
1,3,"2019-03-14 00:08:45","2019-03-14","00:08:45",24.2,60.8,543,11.266,11.765
1,3,"2019-03-14 00:09:00","2019-03-14","00:09:00",24.2,60.8,543,11.266,11.451
