"Date","S_no","Season","AL_Type","TEM","HUM","PM1","PM2.5","CO2"
"2019-03-09 00:00~4","LA020",1,2,21.855,73.295,4.0931,5.0543,748.9
"2019-03-09 00:05~9","LA020",1,2,21.8947368421053,73.1421052631579,4.02857894736842,5.00489473684211,751.210526315789
"2019-03-09 00:10~4","LA020",1,2,21.9,73,4.0632,4.7861,749.7
"2019-03-09 00:15~9","LA020",1,2,21.83,73.185,4.1828,4.80845,747.1
"2019-03-09 00:20~4","LA020",1,2,21.845,73.1,4.0931,4.7861,745.65
"2019-03-09 00:25~9","LA020",1,2,21.85,73.11,4.0034,4.85315,741.4
"2019-03-09 00:30~4","LA020",1,2,21.83,73.095,4.1828,4.80845,736
"2019-03-09 00:35~9","LA020",1,2,21.8,73.205,4.0632,4.8755,731.25
"2019-03-09 00:40~4","LA020",1,2,21.805,73.18,4.0931,4.9202,731.15
"2019-03-09 00:45~9","LA020",1,2,21.79,73.28,4.1529,5.1437,726.65
"2019-03-09 00:50~4","LA020",1,2,21.795,73.29,4.3024,5.12135,723.25
"2019-03-09 00:55~9","LA020",1,2,21.77,73.29,4.23915,5.0543,726.95
"2019-03-09 01:00~4","LA020",1,2,21.74,73.33,4.2127,4.8755,730.05
"2019-03-09 01:05~9","LA020",1,2,21.715,73.445,4.3323,5.099,736.5
"2019-03-09 01:10~4","LA020",1,2,21.7,73.81,4.6313,5.3672,778.55
"2019-03-09 01:15~9","LA020",1,2,21.705,73.82,4.721,5.2331,798.65
"2019-03-09 01:20~4","LA020",1,2,21.765,73.49,4.5416,5.47895,805.3
"2019-03-09 01:25~9","LA020",1,2,21.725,73.44,5.0499,5.7248,803.5
"2019-03-09 01:30~4","LA020",1,2,21.725,73.37,5.4685,6.19415,797.2
"2019-03-09 01:35~9","LA020",1,2,21.7,73.405,5.4984,6.2612,791.7
"2019-03-09 01:40~4","LA020",1,2,21.7,73.295,5.9768,6.73055,782.95
"2019-03-09 01:45~9","LA020",1,2,21.695,73.37,6.2459,7.17755,773.15
"2019-03-09 01:50~4","LA020",1,2,21.6315789473684,73.5,6.54647368421053,7.47515789473684,765.578947368421
"2019-03-09 01:55~9","LA020",1,2,21.685,73.365,6.7841,7.66925,757.45
"2019-03-09 02:00~4","LA020",1,2,21.7,73.41,7.113,8.25035,752.2
"2019-03-09 02:05~9","LA020",1,2,21.7,73.46,7.412,8.25035,757.5
"2019-03-09 02:10~4","LA020",1,2,21.7,73.6,7.5316,8.4962,755.8
"2019-03-09 02:15~9","LA020",1,2,21.62,73.785,7.9203,8.7644,750.5
"2019-03-09 02:20~4","LA020",1,2,21.605,73.76,7.711,8.6303,744.15
"2019-03-09 02:25~9","LA020",1,2,21.62,73.72,7.7409,8.87615,740.15
"2019-03-09 02:30~4","LA020",1,2,21.675,73.64,7.9203,8.7644,735.2
"2019-03-09 02:35~9","LA020",1,2,21.7,73.645,8.0399,9.2114,732.2
"2019-03-09 02:40~4","LA020",1,2,21.7,73.58,7.9502,9.0326,729
"2019-03-09 02:45~9","LA020",1,2,21.7,73.47,8.1296,8.92085,724.85
"2019-03-09 02:50~4","LA020",1,2,21.69,73.565,8.1215,8.7644,720.2
"2019-03-09 02:55~9","LA020",1,2,21.7,73.61,7.6811,8.5409,715.8
"2019-03-09 03:00~4","LA020",1,2,21.695,73.57,7.6811,8.47385,710.4
"2019-03-09 03:05~9","LA020",1,2,21.68,73.655,7.5017,8.4515,709.25
"2019-03-09 03:10~4","LA020",1,2,21.63,73.735,7.2027,8.29505,708.25
"2019-03-09 03:15~9","LA020",1,2,21.66,73.675,6.9934,7.8704,704.9
"2019-03-09 03:20~4","LA020",1,2,21.7,73.585,6.9037,7.66925,702
"2019-03-09 03:25~9","LA020",1,2,21.705,73.505,6.8439,7.75865,702.75
"2019-03-09 03:30~4","LA020",1,2,21.67,73.67,6.3954,7.31165,703.4
"2019-03-09 03:35~9","LA020",1,2,21.695,73.66,6.515,7.44575,702
"2019-03-09 03:40~4","LA020",1,2,21.7,73.575,5.917,6.77525,702.45
"2019-03-09 03:45~9","LA020",1,2,21.7,73.585,5.9469,6.86465,704.4
"2019-03-09 03:50~4","LA020",1,2,21.655,73.705,6.12255,6.77525,706.55
"2019-03-09 03:55~9","LA020",1,2,21.69,73.635,5.6479,6.46235,710.2
"2019-03-09 04:00~4","LA020",1,2,21.7,73.55,5.7974,6.44,714.15
"2019-03-09 04:05~9","LA020",1,2,21.705,73.5,5.6778,6.5741,721.5
"2019-03-09 04:10~4","LA020",1,2,21.77,73.425,5.4386,6.23885,723.25
"2019-03-09 04:15~9","LA020",1,2,21.695,73.53,5.9469,6.86465,711.55
"2019-03-09 04:20~4","LA020",1,2,21.65,73.685,5.8572,6.68585,715.4
"2019-03-09 04:25~9","LA020",1,2,21.7,73.52,5.8572,6.7082,729
"2019-03-09 04:30~4","LA020",1,2,21.7,73.515,5.7675,6.73055,737.35
"2019-03-09 04:35~9","LA020",1,2,21.7,73.53,5.6479,6.46235,744.15
"2019-03-09 04:40~4","LA020",1,2,21.665,73.72,5.9693,6.7082,745.9
"2019-03-09 04:45~9","LA020",1,2,21.6,73.87,6.12255,6.90935,747.8
"2019-03-09 04:50~4","LA020",1,2,21.6894736842105,73.6842105263158,6.10584210526316,7.00463157894737,751.894736842105
"2019-03-09 04:55~9","LA020",1,2,21.695,73.71,6.216,7.22225,754.4
"2019-03-09 05:00~4","LA020",1,2,21.66,73.81,6.4552,7.334,756.7
"2019-03-09 05:05~9","LA020",1,2,21.595,74,6.5748,7.57985,754.95
"2019-03-09 05:10~4","LA020",1,2,21.595,74.015,7.2326,8.0939,749.4
"2019-03-09 05:15~9","LA020",1,2,21.63,73.955,7.7708,8.83145,743
"2019-03-09 05:20~4","LA020",1,2,21.61,73.975,7.9203,8.8091,735.1
"2019-03-09 05:25~9","LA020",1,2,21.7,73.79,7.5615,9.01025,731.3
"2019-03-09 05:30~4","LA020",1,2,21.69,73.78,7.8904,9.05495,723.75
"2019-03-09 05:35~9","LA020",1,2,21.7,73.64,7.8306,8.92085,722.15
"2019-03-09 05:40~4","LA020",1,2,21.695,73.705,8.1595,9.0326,719.95
"2019-03-09 05:45~9","LA020",1,2,21.655,73.795,8.1296,9.14435,720.9
"2019-03-09 05:50~4","LA020",1,2,21.685,73.785,7.8605,8.83145,720.25
"2019-03-09 05:55~9","LA020",1,2,21.705,73.59,7.9203,8.8091,721.1
"2019-03-09 06:00~4","LA020",1,2,21.7,73.685,8.01,8.9879,720.55
"2019-03-09 06:05~9","LA020",1,2,21.705,73.6,7.9502,8.8985,720.05
"2019-03-09 06:10~4","LA020",1,2,21.7,73.655,7.8904,8.8985,720.4
"2019-03-09 06:15~9","LA020",1,2,21.745,73.515,8.0399,8.69735,720.6
"2019-03-09 06:20~4","LA020",1,2,21.73,73.485,7.9801,8.92085,718.5
"2019-03-09 06:25~9","LA020",1,2,21.7,73.655,8.0997,9.0773,720.8
"2019-03-09 06:30~4","LA020",1,2,21.77,73.455,7.94615,8.74205,725.95
"2019-03-09 06:35~9","LA020",1,2,21.725,73.52,8.3389,9.23375,726.7
"2019-03-09 06:40~4","LA020",1,2,21.7,73.585,8.0997,8.8538,726.45
"2019-03-09 06:45~9","LA020",1,2,21.705,73.58,8.1595,8.8985,727.6
"2019-03-09 06:50~4","LA020",1,2,21.7,73.655,8.3389,9.122,732.45
"2019-03-09 06:55~9","LA020",1,2,21.7,73.75,8.01,8.9879,749.05
"2019-03-09 07:00~4","LA020",1,2,21.755,73.845,8.1296,9.05495,778.05
"2019-03-09 07:05~9","LA020",1,2,21.635,74.34,8.3389,9.0773,801
"2019-03-09 07:10~4","LA020",1,2,21.605,74.21,7.9801,8.7197,797.5
"2019-03-09 07:15~9","LA020",1,2,21.7,74.055,8.0399,8.8985,811.45
"2019-03-09 07:20~4","LA020",1,2,21.7,74.275,9.5262,10.12775,845.25
"2019-03-09 07:25~9","LA020",1,2,21.685,74.52,9.9535,10.7312,871.4
"2019-03-09 07:30~4","LA020",1,2,21.62,74.895,9.8937,10.8653,887.45
"2019-03-09 07:35~9","LA020",1,2,21.705,75.22,10.14655,10.61945,914.4
"2019-03-09 07:40~4","LA020",1,2,21.79,75.405,11.0598,12.09455,962
"2019-03-09 07:45~9","LA020",1,2,21.8,75.585,14.1395,15.71525,1005.7
"2019-03-09 07:50~4","LA020",1,2,21.805,76.1,15.1561,16.96685,1034.25
"2019-03-09 07:55~9","LA020",1,2,21.785,76.245,14.9169,16.29635,1037.2
"2019-03-09 08:00~4","LA020",1,2,21.7,76.31,14.887,16.47515,1027.1
"2019-03-09 08:05~9","LA020",1,2,21.7,76.235,14.9767,16.6316,1005.85
"2019-03-09 08:10~4","LA020",1,2,21.72,75.895,14.4684,16.0505,974.9
"2019-03-09 08:15~9","LA020",1,2,21.79,75.655,14.3787,15.89405,956.6
"2019-03-09 08:20~4","LA020",1,2,21.79,75.585,14.0498,15.3353,942.45
"2019-03-09 08:25~9","LA020",1,2,21.7,75.795,13.1229,14.82125,931.6
"2019-03-09 08:30~4","LA020",1,2,21.7,75.735,13.0631,14.68715,925.15
"2019-03-09 08:35~9","LA020",1,2,21.725,75.885,12.7342,13.9943,930.9
"2019-03-09 08:40~4","LA020",1,2,21.67,76.27,12.6744,14.0837,953.85
"2019-03-09 08:45~9","LA020",1,2,21.695,76.34,12.495,13.97195,958.2
"2019-03-09 08:50~4","LA020",1,2,21.65,76.46,12.1063,13.43555,964.15
"2019-03-09 08:55~9","LA020",1,2,21.685,76.475,11.7176,12.9662,977.3
"2019-03-09 09:00~4","LA020",1,2,21.685,76.46,11.5681,12.36275,980.5
"2019-03-09 09:05~9","LA020",1,2,21.65,76.42,10.9402,12.1169,977.55
"2019-03-09 09:10~4","LA020",1,2,21.69,76.31,10.8505,11.64755,959.85
"2019-03-09 09:15~9","LA020",1,2,21.71,76.01,10.9103,11.73695,947.6
"2019-03-09 09:20~4","LA020",1,2,21.69,76.065,10.7907,11.804,955
"2019-03-09 09:25~9","LA020",1,2,21.615,76.18,10.7608,11.64755,962.1
"2019-03-09 09:30~4","LA020",1,2,21.625,76.195,10.7608,11.5805,967
"2019-03-09 09:35~9","LA020",1,2,21.665,76.085,10.3721,11.15585,958.85
"2019-03-09 09:40~4","LA020",1,2,21.7,76,10.3721,11.15585,938.1
"2019-03-09 09:45~9","LA020",1,2,21.7,75.955,10.4978,11.0441,933.55
"2019-03-09 09:50~4","LA020",1,2,21.7,75.89,10.3123,11.0888,932.1
"2019-03-09 09:55~9","LA020",1,2,21.83,75.58,10.2525,11.0441,930.45
"2019-03-09 10:00~4","LA020",1,2,21.92,75.265,12.794,14.3072,944.15
