1551888736,0.00
1551888737,0.00
1551888738,240.96
1551888739,284.21
1551888740,334.02
1551888741,340.61
1551888742,419.20
1551888743,482.02
1551888744,504.73
1551888745,847.36
1551888746,952.87
1551888747,1137.40
1551888748,1242.42
1551888749,1269.90
1551888750,1305.63
1551888751,1343.94
1551888752,1448.40
1551888753,1560.90
1551888754,1898.83
1551888755,1898.83
1551888756,1898.83
1551888757,1898.83
1551888758,1898.83
1551888759,1898.83
1551888760,1616.86
1551888761,955.96
1551888762,682.66
1551888763,431.75
1551888764,431.75
1551888765,431.75
1551888766,431.75
1551888767,431.75
1551888768,431.75
1551888769,461.66
1551888770,548.56
1551888771,548.56
1551888772,548.56
1551888773,556.55
1551888774,559.65
1551888775,609.67
1551888776,632.04
1551888777,647.29
1551888778,647.29
1551888779,653.74
1551888780,891.11
1551888781,1019.64
1551888782,1019.64
1551888783,1019.64
1551888784,1019.64
1551888785,1019.64
1551888786,1019.64
1551888787,852.93
1551888788,567.34
1551888789,443.58
1551888790,425.42
1551888791,425.42
1551888792,425.42
1551888793,425.42
1551888794,425.42
1551888795,425.42
1551888796,434.39
1551888797,469.90
1551888798,474.49
1551888799,494.25
1551888800,501.11
1551888801,513.85
1551888802,539.30
1551888803,559.35
1551888804,740.26
1551888805,831.72
1551888806,831.72
1551888807,831.72
1551888808,831.72
1551888809,831.72
1551888810,831.72
1551888811,643.63
1551888812,583.86
1551888813,569.16
1551888814,569.16
1551888815,569.16
1551888816,569.16
1551888817,569.16
1551888818,570.43
1551888819,583.86
1551888820,583.86
1551888821,570.43
1551888822,570.43
1551888823,570.43
1551888824,570.43
1551888825,488.10
1551888826,435.64
1551888827,435.64
1551888828,435.64
1551888829,435.64
1551888830,435.64
1551888831,435.64
1551888832,407.83
1551888833,438.09
1551888834,438.09
1551888835,438.09
1551888836,438.21
1551888837,458.38
1551888838,458.38
1551888839,459.84
1551888840,458.38
1551888841,454.98
1551888842,448.02
1551888843,448.02
1551888844,448.02
1551888845,454.98
1551888846,458.38
1551888847,458.38
1551888848,470.00
1551888849,494.03
1551888850,454.98
1551888851,448.02
1551888852,448.02
1551888853,443.65
1551888854,450.25
1551888855,463.45
1551888856,460.24
1551888857,450.25
1551888858,443.65
1551888859,440.49
1551888860,440.49
1551888861,440.49
1551888862,450.25
1551888863,460.24
1551888864,463.45
1551888865,485.06
1551888866,514.60
1551888867,526.46
1551888868,529.26
1551888869,529.26
1551888870,529.26
1551888871,529.26
1551888872,529.26
1551888873,526.46
1551888874,510.48
1551888875,505.86
1551888876,443.49
1551888877,425.42
1551888878,424.79
1551888879,424.79
1551888880,424.79
1551888881,424.79
1551888882,424.79
1551888883,424.79
1551888884,503.93
1551888885,521.50
1551888886,521.50
1551888887,536.72
1551888888,536.72
1551888889,548.47
1551888890,564.67
1551888891,565.46
1551888892,565.46
1551888893,565.46
1551888894,565.46
1551888895,590.15
1551888896,590.15
1551888897,590.15
1551888898,590.15
1551888899,590.15
1551888900,590.15
1551888901,531.86
1551888902,531.86
1551888903,531.86
1551888904,531.86
