2594, 1552885608, lead_off:False/0.817, confidence:0.557, big_r:0, small_r0, Polarity:0, No_R:122, hfb: 0
2595, 1552885668, lead_off:False/0.817, confidence:0.683, big_r:0, small_r0, Polarity:0, No_R:126, hfb: 0
2597, 1552885788, lead_off:False/0.818, confidence:0.690, big_r:0, small_r0, Polarity:0, No_R:116, hfb: 0
2599, 1552885908, lead_off:False/0.818, confidence:0.536, big_r:0, small_r0, Polarity:0, No_R:125, hfb: 0
2600, 1552885968, lead_off:False/0.818, confidence:0.586, big_r:0, small_r0, Polarity:0, No_R:128, hfb: 0
2606, 1552886328, lead_off:False/0.816, confidence:0.701, big_r:0, small_r0, Polarity:0, No_R:127, hfb: 0
2608, 1552886448, lead_off:False/0.817, confidence:0.508, big_r:0, small_r0, Polarity:0, No_R:122, hfb: 0
2611, 1552886628, lead_off:False/0.820, confidence:0.721, big_r:0, small_r0, Polarity:0, No_R:129, hfb: 0
2613, 1552886748, lead_off:False/0.820, confidence:0.598, big_r:0, small_r0, Polarity:0, No_R:122, hfb: 0
2614, 1552886808, lead_off:False/0.821, confidence:0.667, big_r:0, small_r0, Polarity:0, No_R:117, hfb: 0
2615, 1552886868, lead_off:False/0.820, confidence:0.569, big_r:0, small_r0, Polarity:0, No_R:116, hfb: 0
2619, 1552887108, lead_off:False/0.820, confidence:0.651, big_r:0, small_r1, Polarity:0, No_R:126, hfb: 0
2620, 1552887168, lead_off:False/0.820, confidence:0.339, big_r:0, small_r0, Polarity:0, No_R:112, hfb: 0
2621, 1552887228, lead_off:False/0.819, confidence:0.318, big_r:0, small_r0, Polarity:0, No_R:107, hfb: 0
2622, 1552887288, lead_off:False/0.815, confidence:0.305, big_r:0, small_r0, Polarity:0, No_R:131, hfb: 0
2639, 1552888308, lead_off:False/0.805, confidence:0.723, big_r:0, small_r0, Polarity:0, No_R:130, hfb: 0
2662, 1552889688, lead_off:False/0.801, confidence:0.530, big_r:0, small_r0, Polarity:0, No_R:117, hfb: 0
2663, 1552889748, lead_off:False/0.806, confidence:0.569, big_r:0, small_r0, Polarity:0, No_R:137, hfb: 0
2664, 1552889808, lead_off:False/0.806, confidence:0.500, big_r:0, small_r0, Polarity:0, No_R:122, hfb: 0
2665, 1552889868, lead_off:False/0.805, confidence:0.609, big_r:0, small_r0, Polarity:0, No_R:128, hfb: 0
2666, 1552889928, lead_off:False/0.804, confidence:0.647, big_r:0, small_r0, Polarity:0, No_R:133, hfb: 0
2682, 1552890888, lead_off:False/0.798, confidence:0.500, big_r:0, small_r0, Polarity:0, No_R:118, hfb: 0
2683, 1552890948, lead_off:False/0.799, confidence:0.455, big_r:0, small_r0, Polarity:0, No_R:121, hfb: 0
2684, 1552891008, lead_off:False/0.800, confidence:0.720, big_r:0, small_r0, Polarity:0, No_R:125, hfb: 0
2687, 1552891188, lead_off:False/0.798, confidence:0.616, big_r:0, small_r0, Polarity:0, No_R:125, hfb: 0
2688, 1552891248, lead_off:False/0.797, confidence:0.654, big_r:0, small_r0, Polarity:0, No_R:127, hfb: 0
