mins 1320 , noise_error =0.5046728971962617
mins 1321 , noise_error =0.3418803418803419
mins 1322 , noise_error =0.34745762711864403
mins 1323 , noise_error =0.3482142857142857
mins 1324 , noise_error =0.3738317757009346
mins 1325 , noise_error =0.509090909090909
mins 1326 , noise_error =0.5294117647058824
mins 1327 , noise_error =0.6929824561403508
mins 1328 , noise_error =0.5428571428571429
mins 1329 , noise_error =0.5436893203883495
mins 1330 , noise_error =0.7766990291262136
mins 1331 , noise_error =0.9565217391304348
mins 1332 , noise_error =1.0
mins 1333 , noise_error =0.8350515463917526
mins 1334 , noise_error =0.7272727272727273
mins 1335 , noise_error =0.7912087912087912
mins 1336 , noise_error =0.5865384615384616
mins 1337 , noise_error =0.5304347826086957
mins 1338 , noise_error =0.6759259259259259
mins 1339 , noise_error =0.6036036036036037
mins 1340 , noise_error =0.37254901960784315
mins 1341 , noise_error =0.4473684210526315
mins 1342 , noise_error =0.45378151260504207
mins 1343 , noise_error =0.36752136752136755
mins 1344 , noise_error =0.45614035087719296
mins 1345 , noise_error =0.3839285714285714
mins 1346 , noise_error =0.4181818181818182
mins 1347 , noise_error =0.6634615384615384
mins 1348 , noise_error =0.5096153846153846
mins 1349 , noise_error =0.49056603773584906
mins 1350 , noise_error =0.49523809523809526
mins 1351 , noise_error =0.6574074074074074
mins 1352 , noise_error =0.7314814814814814
mins 1353 , noise_error =0.6018518518518519
mins 1354 , noise_error =0.6036036036036037
mins 1355 , noise_error =0.5327102803738317
mins 1356 , noise_error =0.7264150943396226
mins 1357 , noise_error =0.7102803738317758
mins 1358 , noise_error =0.6695652173913044
mins 1359 , noise_error =0.5900000000000001
mins 1360 , noise_error =0.5181818181818182
mins 1361 , noise_error =0.5042735042735043
mins 1362 , noise_error =0.5132743362831859
mins 1363 , noise_error =0.5660377358490566
mins 1364 , noise_error =0.4910714285714286
mins 1365 , noise_error =0.7090909090909091
mins 1366 , noise_error =0.5384615384615384
mins 1367 , noise_error =0.22330097087378642
mins 1368 , noise_error =0.4299065420560748
mins 1369 , noise_error =0.8095238095238095
mins 1370 , noise_error =0.7280701754385965
mins 1371 , noise_error =0.7542372881355932
mins 1372 , noise_error =0.8839285714285714
mins 1373 , noise_error =0.7037037037037037
mins 1374 , noise_error =0.6517857142857143
mins 1375 , noise_error =0.3571428571428571
mins 1376 , noise_error =0.4392523364485982
mins 1377 , noise_error =0.49473684210526314
mins 1378 , noise_error =0.7473684210526316
mins 1379 , noise_error =0.6415094339622642
mins 1380 , noise_error =0.8823529411764706
mins 1381 , noise_error =0.892156862745098
mins 1382 , noise_error =0.9807692307692307
mins 1383 , noise_error =0.9811320754716981
mins 1384 , noise_error =0.9646017699115044
mins 1385 , noise_error =0.8333333333333334
mins 1386 , noise_error =0.8073394495412844
mins 1387 , noise_error =0.9821428571428571
mins 1388 , noise_error =0.9734513274336283
mins 1389 , noise_error =1.0
mins 1390 , noise_error =1.0
mins 1391 , noise_error =0.9907407407407407
mins 1392 , noise_error =1.0
mins 1393 , noise_error =1.0
mins 1394 , noise_error =0.9649122807017544
mins 1395 , noise_error =1.0
mins 1396 , noise_error =0.9741379310344828
mins 1397 , noise_error =1.0
mins 1398 , noise_error =1.0
mins 1399 , noise_error =1.0
mins 1400 , noise_error =1.0
mins 1401 , noise_error =1.0
mins 1402 , noise_error =1.0
mins 1403 , noise_error =0.9915966386554622
mins 1404 , noise_error =1.0
mins 1405 , noise_error =1.0
mins 1406 , noise_error =1.0
mins 1407 , noise_error =0.9473684210526316
mins 1408 , noise_error =0.9159663865546218
mins 1409 , noise_error =0.7398373983739837
mins 1410 , noise_error =0.7833333333333333
mins 1411 , noise_error =0.6923076923076923
