mins 1150 , noise_error =1.0
mins 1151 , noise_error =0.9595959595959596
mins 1152 , noise_error =1.0
mins 1153 , noise_error =0.9696969696969697
mins 1154 , noise_error =0.98
mins 1155 , noise_error =1.0
mins 1156 , noise_error =0.9894736842105263
mins 1157 , noise_error =1.0
mins 1158 , noise_error =0.9789473684210527
mins 1159 , noise_error =1.0
mins 1160 , noise_error =1.0
mins 1161 , noise_error =0.9897959183673469
mins 1162 , noise_error =0.99
mins 1163 , noise_error =0.9795918367346939
mins 1164 , noise_error =1.0
mins 1165 , noise_error =0.9893617021276596
mins 1166 , noise_error =0.9081632653061225
mins 1167 , noise_error =0.9306930693069306
mins 1168 , noise_error =0.9369369369369369
mins 1169 , noise_error =0.9714285714285714
mins 1170 , noise_error =1.0
mins 1171 , noise_error =1.0
mins 1172 , noise_error =0.900990099009901
mins 1173 , noise_error =0.935483870967742
mins 1174 , noise_error =0.7010309278350515
mins 1175 , noise_error =0.945054945054945
mins 1176 , noise_error =0.9787234042553191
mins 1177 , noise_error =0.9789473684210527
mins 1178 , noise_error =1.0
mins 1179 , noise_error =0.9560439560439561
mins 1180 , noise_error =1.0
mins 1181 , noise_error =0.7032967032967032
mins 1182 , noise_error =0.7045454545454546
mins 1183 , noise_error =0.7216494845360825
mins 1184 , noise_error =0.9705882352941176
mins 1185 , noise_error =0.9636363636363636
mins 1186 , noise_error =0.7413793103448276
mins 1187 , noise_error =0.3017241379310345
mins 1188 , noise_error =0.3423423423423423
mins 1189 , noise_error =0.6822429906542056
mins 1190 , noise_error =0.9439252336448598
mins 1191 , noise_error =0.9714285714285714
mins 1192 , noise_error =0.9433962264150944
mins 1193 , noise_error =0.6822429906542056
mins 1194 , noise_error =0.7570093457943925
mins 1195 , noise_error =0.9739130434782609
mins 1196 , noise_error =0.7
mins 1197 , noise_error =0.9705882352941176
mins 1198 , noise_error =1.0
mins 1199 , noise_error =0.9304347826086956
mins 1200 , noise_error =1.0
mins 1201 , noise_error =0.8425925925925926
mins 1202 , noise_error =0.8495575221238938
mins 1203 , noise_error =0.9142857142857143
mins 1204 , noise_error =0.6302521008403361
mins 1205 , noise_error =0.888
mins 1206 , noise_error =0.6909090909090909
mins 1207 , noise_error =0.7247706422018348
mins 1208 , noise_error =0.831858407079646
mins 1209 , noise_error =0.736842105263158
mins 1210 , noise_error =0.5932203389830508
mins 1211 , noise_error =0.7105263157894737
mins 1212 , noise_error =0.7226890756302521
mins 1213 , noise_error =0.7844827586206897
mins 1214 , noise_error =0.6610169491525424
mins 1215 , noise_error =0.6814159292035398
mins 1216 , noise_error =0.5752212389380531
mins 1217 , noise_error =0.7610619469026548
mins 1218 , noise_error =0.6068376068376069
mins 1219 , noise_error =0.6851851851851851
mins 1220 , noise_error =0.7203389830508475
mins 1221 , noise_error =0.5688073394495412
mins 1222 , noise_error =0.7407407407407407
mins 1223 , noise_error =0.7889908256880733
mins 1224 , noise_error =0.8301886792452831
mins 1225 , noise_error =0.9619047619047619
mins 1226 , noise_error =0.9814814814814815
mins 1227 , noise_error =0.7373737373737373
mins 1228 , noise_error =0.8018018018018018
mins 1229 , noise_error =0.8173076923076923
mins 1230 , noise_error =0.967741935483871
mins 1231 , noise_error =0.9789473684210527
mins 1232 , noise_error =1.0
mins 1233 , noise_error =0.9583333333333334
mins 1234 , noise_error =0.9591836734693877
mins 1235 , noise_error =0.9895833333333334
mins 1236 , noise_error =1.0
mins 1237 , noise_error =0.978494623655914
mins 1238 , noise_error =0.9895833333333334
mins 1239 , noise_error =0.9789473684210527
mins 1240 , noise_error =1.0
mins 1241 , noise_error =0.9381443298969072
mins 1242 , noise_error =0.8556701030927836
mins 1243 , noise_error =0.7894736842105263
mins 1244 , noise_error =1.0
mins 1245 , noise_error =1.0
mins 1246 , noise_error =0.9896907216494846
mins 1247 , noise_error =0.9787234042553191
mins 1248 , noise_error =1.0
mins 1249 , noise_error =1.0
mins 1250 , noise_error =1.0
mins 1251 , noise_error =0.96875
mins 1252 , noise_error =0.9782608695652174
mins 1253 , noise_error =1.0
mins 1254 , noise_error =0.9782608695652174
mins 1255 , noise_error =0.989010989010989
mins 1256 , noise_error =0.946236559139785
mins 1257 , noise_error =1.0
mins 1258 , noise_error =0.9893617021276596
mins 1259 , noise_error =0.9468085106382979
mins 1260 , noise_error =0.6634615384615384
mins 1261 , noise_error =0.9438202247191011
mins 1262 , noise_error =0.9777777777777777
mins 1263 , noise_error =1.0
mins 1264 , noise_error =1.0
mins 1265 , noise_error =1.0
mins 1266 , noise_error =1.0
mins 1267 , noise_error =1.0
mins 1268 , noise_error =0.989010989010989
mins 1269 , noise_error =1.0
mins 1270 , noise_error =0.9368421052631579
mins 1271 , noise_error =1.0
mins 1272 , noise_error =0.967741935483871
mins 1273 , noise_error =0.9270833333333334
mins 1274 , noise_error =0.967032967032967
mins 1275 , noise_error =1.0
mins 1276 , noise_error =0.8977272727272727
mins 1277 , noise_error =0.9659090909090909
mins 1278 , noise_error =0.8901098901098901
mins 1279 , noise_error =0.967032967032967
mins 1280 , noise_error =0.8125
mins 1281 , noise_error =0.8058252427184466
mins 1282 , noise_error =0.9247311827956989
mins 1283 , noise_error =0.9456521739130435
mins 1284 , noise_error =0.9032258064516129
mins 1285 , noise_error =0.9444444444444444
mins 1286 , noise_error =0.967391304347826
mins 1287 , noise_error =0.978494623655914
mins 1288 , noise_error =0.9680851063829787
mins 1289 , noise_error =1.0
mins 1290 , noise_error =0.8585858585858586
mins 1291 , noise_error =0.81
mins 1292 , noise_error =0.9714285714285714
mins 1293 , noise_error =0.99
mins 1294 , noise_error =0.9807692307692307
mins 1295 , noise_error =0.75
mins 1296 , noise_error =0.6333333333333333
mins 1297 , noise_error =0.9313725490196079
mins 1298 , noise_error =0.9896907216494846
mins 1299 , noise_error =0.9484536082474226
mins 1300 , noise_error =1.0
mins 1301 , noise_error =0.9893617021276596
mins 1302 , noise_error =1.0
mins 1303 , noise_error =1.0
mins 1304 , noise_error =0.9891304347826086
mins 1305 , noise_error =0.9893617021276596
mins 1306 , noise_error =1.0
mins 1307 , noise_error =0.8125
mins 1308 , noise_error =0.6261682242990654
mins 1309 , noise_error =0.7474747474747474
mins 1310 , noise_error =0.8613861386138614
mins 1311 , noise_error =0.9591836734693877
mins 1312 , noise_error =0.7636363636363637
mins 1313 , noise_error =0.37962962962962965
mins 1314 , noise_error =0.423728813559322
mins 1315 , noise_error =0.39639639639639634
mins 1316 , noise_error =0.3909090909090909
mins 1317 , noise_error =0.383177570093458
mins 1318 , noise_error =0.5416666666666667
mins 1319 , noise_error =0.6666666666666667
