mins 1550 , noise_error =1.0
mins 1551 , noise_error =0.9795918367346939
mins 1552 , noise_error =0.9702970297029703
mins 1553 , noise_error =1.0
mins 1554 , noise_error =0.96
mins 1555 , noise_error =0.9603960396039604
mins 1556 , noise_error =1.0
mins 1557 , noise_error =0.9591836734693877
mins 1558 , noise_error =1.0
mins 1559 , noise_error =1.0
mins 1560 , noise_error =1.0
mins 1561 , noise_error =1.0
mins 1562 , noise_error =1.0
mins 1563 , noise_error =0.9895833333333334
mins 1564 , noise_error =1.0
mins 1565 , noise_error =0.941747572815534
mins 1566 , noise_error =0.7946428571428572
mins 1567 , noise_error =0.7619047619047619
mins 1568 , noise_error =0.978494623655914
mins 1569 , noise_error =0.9555555555555556
mins 1570 , noise_error =0.978021978021978
mins 1571 , noise_error =1.0
mins 1572 , noise_error =0.9052631578947369
mins 1573 , noise_error =0.883495145631068
mins 1574 , noise_error =0.9047619047619048
mins 1575 , noise_error =0.9789473684210527
mins 1576 , noise_error =1.0
mins 1577 , noise_error =0.96875
mins 1578 , noise_error =0.968421052631579
mins 1579 , noise_error =1.0
mins 1580 , noise_error =1.0
mins 1581 , noise_error =1.0
mins 1582 , noise_error =1.0
mins 1583 , noise_error =0.9888888888888889
mins 1584 , noise_error =0.7264150943396226
mins 1585 , noise_error =0.8811881188118812
mins 1586 , noise_error =0.9479166666666666
mins 1587 , noise_error =0.7204301075268817
mins 1588 , noise_error =0.7032967032967032
mins 1589 , noise_error =0.7708333333333334
mins 1590 , noise_error =0.7454545454545455
mins 1591 , noise_error =0.9714285714285714
mins 1592 , noise_error =0.8431372549019608
mins 1593 , noise_error =0.9489795918367347
mins 1594 , noise_error =1.0
mins 1595 , noise_error =0.8235294117647058
mins 1596 , noise_error =0.7592592592592593
mins 1597 , noise_error =0.8482142857142857
mins 1598 , noise_error =0.794392523364486
mins 1599 , noise_error =0.9017857142857143
mins 1600 , noise_error =0.9528301886792453
mins 1601 , noise_error =0.9047619047619048
mins 1602 , noise_error =0.912621359223301
mins 1603 , noise_error =0.9809523809523809
mins 1604 , noise_error =0.9724770642201834
mins 1605 , noise_error =0.9711538461538461
mins 1606 , noise_error =0.9099099099099099
mins 1607 , noise_error =0.9619047619047619
mins 1608 , noise_error =0.9727272727272728
mins 1609 , noise_error =0.8235294117647058
mins 1610 , noise_error =0.8909090909090909
mins 1611 , noise_error =0.896551724137931
mins 1612 , noise_error =0.6814159292035398
mins 1613 , noise_error =0.6756756756756757
mins 1614 , noise_error =0.7029702970297029
mins 1615 , noise_error =0.4177215189873418
mins 1616 , noise_error =0.5208333333333333
mins 1617 , noise_error =0.65
mins 1618 , noise_error =0.6333333333333333
mins 1619 , noise_error =0.7264150943396226
mins 1620 , noise_error =0.8317757009345794
mins 1621 , noise_error =0.6504854368932038
mins 1622 , noise_error =0.5327102803738317
mins 1623 , noise_error =0.8165137614678899
mins 1624 , noise_error =0.9299999999999999
mins 1625 , noise_error =0.8383838383838383
mins 1626 , noise_error =0.8235294117647058
mins 1627 , noise_error =0.7156862745098039
mins 1628 , noise_error =0.9387755102040817
mins 1629 , noise_error =0.883495145631068
mins 1630 , noise_error =1.0
mins 1631 , noise_error =0.9901960784313726
mins 1632 , noise_error =0.9603960396039604
mins 1633 , noise_error =0.98989898989899
mins 1634 , noise_error =0.845360824742268
mins 1635 , noise_error =0.84
mins 1636 , noise_error =0.7692307692307692
mins 1637 , noise_error =0.9368421052631579
mins 1638 , noise_error =0.9473684210526316
mins 1639 , noise_error =1.0
mins 1640 , noise_error =1.0
mins 1641 , noise_error =1.0
mins 1642 , noise_error =1.0
mins 1643 , noise_error =0.9782608695652174
mins 1644 , noise_error =1.0
mins 1645 , noise_error =1.0
mins 1646 , noise_error =1.0
mins 1647 , noise_error =1.0
mins 1648 , noise_error =1.0
mins 1649 , noise_error =0.989247311827957
mins 1650 , noise_error =0.9555555555555556
mins 1651 , noise_error =0.892156862745098
mins 1652 , noise_error =0.8653846153846154
mins 1653 , noise_error =0.8715596330275229
mins 1654 , noise_error =0.9454545454545454
mins 1655 , noise_error =0.9134615384615384
mins 1656 , noise_error =0.8200000000000001
mins 1657 , noise_error =0.967032967032967
mins 1658 , noise_error =0.9340659340659341
mins 1659 , noise_error =1.0
mins 1660 , noise_error =1.0
mins 1661 , noise_error =0.9764705882352941
mins 1662 , noise_error =1.0
mins 1663 , noise_error =1.0
mins 1664 , noise_error =1.0
mins 1665 , noise_error =0.9883720930232558
mins 1666 , noise_error =0.9883720930232558
mins 1667 , noise_error =1.0
mins 1668 , noise_error =1.0
mins 1669 , noise_error =1.0
mins 1670 , noise_error =0.9887640449438202
mins 1671 , noise_error =0.9886363636363636
mins 1672 , noise_error =1.0
mins 1673 , noise_error =1.0
mins 1674 , noise_error =0.9777777777777777
mins 1675 , noise_error =1.0
mins 1676 , noise_error =1.0
mins 1677 , noise_error =1.0
mins 1678 , noise_error =1.0
mins 1679 , noise_error =1.0
mins 1680 , noise_error =1.0
mins 1681 , noise_error =1.0
mins 1682 , noise_error =0.9887640449438202
mins 1683 , noise_error =1.0
mins 1684 , noise_error =1.0
mins 1685 , noise_error =1.0
mins 1686 , noise_error =1.0
mins 1687 , noise_error =1.0
mins 1688 , noise_error =1.0
mins 1689 , noise_error =1.0
mins 1690 , noise_error =1.0
mins 1691 , noise_error =0.9534883720930233
mins 1692 , noise_error =0.872093023255814
mins 1693 , noise_error =1.0
mins 1694 , noise_error =0.9880952380952381
mins 1695 , noise_error =0.9761904761904762
mins 1696 , noise_error =1.0
mins 1697 , noise_error =1.0
mins 1698 , noise_error =1.0
mins 1699 , noise_error =1.0
mins 1700 , noise_error =0.9880952380952381
mins 1701 , noise_error =1.0
mins 1702 , noise_error =1.0
mins 1703 , noise_error =1.0
mins 1704 , noise_error =0.9512195121951219
mins 1705 , noise_error =0.9873417721518988
mins 1706 , noise_error =0.8734177215189873
mins 1707 , noise_error =0.975
mins 1708 , noise_error =1.0
mins 1709 , noise_error =1.0
mins 1710 , noise_error =1.0
mins 1711 , noise_error =0.9512195121951219
mins 1712 , noise_error =0.9871794871794872
mins 1713 , noise_error =0.9506172839506173
mins 1714 , noise_error =1.0
mins 1715 , noise_error =1.0
mins 1716 , noise_error =1.0
mins 1717 , noise_error =1.0
mins 1718 , noise_error =0.9876543209876543
mins 1719 , noise_error =1.0
mins 1720 , noise_error =1.0
mins 1721 , noise_error =1.0
mins 1722 , noise_error =0.9518072289156626
mins 1723 , noise_error =0.9873417721518988
mins 1724 , noise_error =1.0
mins 1725 , noise_error =0.9878048780487805
mins 1726 , noise_error =1.0
mins 1727 , noise_error =1.0
mins 1728 , noise_error =1.0
mins 1729 , noise_error =1.0
mins 1730 , noise_error =1.0
mins 1731 , noise_error =1.0
mins 1732 , noise_error =0.6702127659574468
mins 1733 , noise_error =0.8073394495412844
mins 1734 , noise_error =0.9134615384615384
mins 1735 , noise_error =0.978494623655914
mins 1736 , noise_error =0.6599999999999999
mins 1737 , noise_error =0.631578947368421
mins 1738 , noise_error =0.8777777777777778
mins 1739 , noise_error =0.8735632183908046
