mins 250 , noise_error =0.6534653465346535
mins 251 , noise_error =0.7572815533980582
mins 252 , noise_error =0.72
mins 253 , noise_error =0.625
mins 254 , noise_error =0.6153846153846154
mins 255 , noise_error =0.7403846153846154
mins 256 , noise_error =0.6770833333333333
mins 257 , noise_error =0.8181818181818181
mins 258 , noise_error =0.6470588235294117
mins 259 , noise_error =0.3942307692307693
mins 260 , noise_error =0.6555555555555556
mins 261 , noise_error =0.4328358208955224
mins 262 , noise_error =0.7647058823529411
mins 263 , noise_error =0.5612244897959184
mins 264 , noise_error =0.8446601941747574
mins 265 , noise_error =0.8571428571428572
mins 266 , noise_error =0.7352941176470589
mins 267 , noise_error =0.5327102803738317
mins 268 , noise_error =0.719626168224299
mins 269 , noise_error =0.5185185185185186
mins 270 , noise_error =0.3457943925233645
mins 271 , noise_error =0.6730769230769231
mins 272 , noise_error =0.41747572815533984
mins 273 , noise_error =0.47787610619469023
mins 274 , noise_error =0.5833333333333333
mins 275 , noise_error =0.7378640776699029
mins 276 , noise_error =0.5625
mins 277 , noise_error =0.8865979381443299
mins 278 , noise_error =1.0
mins 279 , noise_error =1.0
mins 280 , noise_error =0.9176470588235294
mins 281 , noise_error =0.9302325581395349
mins 282 , noise_error =0.9397590361445783
mins 283 , noise_error =0.8620689655172413
mins 284 , noise_error =1.0
mins 285 , noise_error =1.0
mins 286 , noise_error =0.975609756097561
mins 287 , noise_error =1.0
mins 288 , noise_error =0.9438202247191011
mins 289 , noise_error =0.9878048780487805
mins 290 , noise_error =1.0
mins 291 , noise_error =0.8554216867469879
mins 292 , noise_error =0.975609756097561
mins 293 , noise_error =0.9518072289156626
mins 294 , noise_error =1.0
mins 295 , noise_error =0.9647058823529412
mins 296 , noise_error =1.0
mins 297 , noise_error =0.975
mins 298 , noise_error =0.9753086419753086
mins 299 , noise_error =1.0
mins 300 , noise_error =1.0
mins 301 , noise_error =1.0
mins 302 , noise_error =1.0
mins 303 , noise_error =1.0
mins 304 , noise_error =1.0
mins 305 , noise_error =1.0
mins 306 , noise_error =1.0
mins 307 , noise_error =1.0
mins 308 , noise_error =1.0
mins 309 , noise_error =1.0
mins 310 , noise_error =1.0
mins 311 , noise_error =1.0
mins 312 , noise_error =0.9879518072289156
mins 313 , noise_error =0.9879518072289156
mins 314 , noise_error =1.0
mins 315 , noise_error =0.9761904761904762
mins 316 , noise_error =0.9878048780487805
mins 317 , noise_error =1.0
mins 318 , noise_error =1.0
mins 319 , noise_error =0.9761904761904762
mins 320 , noise_error =1.0
mins 321 , noise_error =1.0
mins 322 , noise_error =1.0
mins 323 , noise_error =1.0
mins 324 , noise_error =1.0
mins 325 , noise_error =1.0
mins 326 , noise_error =1.0
mins 327 , noise_error =1.0
mins 328 , noise_error =1.0
mins 329 , noise_error =1.0
mins 330 , noise_error =1.0
mins 331 , noise_error =1.0
mins 332 , noise_error =1.0
mins 333 , noise_error =1.0
mins 334 , noise_error =0.9878048780487805
mins 335 , noise_error =1.0
mins 336 , noise_error =1.0
mins 337 , noise_error =1.0
mins 338 , noise_error =1.0
mins 339 , noise_error =0.9880952380952381
mins 340 , noise_error =1.0
mins 341 , noise_error =1.0
mins 342 , noise_error =1.0
mins 343 , noise_error =1.0
mins 344 , noise_error =1.0
mins 345 , noise_error =1.0
mins 346 , noise_error =1.0
mins 347 , noise_error =1.0
mins 348 , noise_error =1.0
mins 349 , noise_error =1.0
mins 350 , noise_error =1.0
mins 351 , noise_error =1.0
mins 352 , noise_error =1.0
mins 353 , noise_error =0.9764705882352941
mins 354 , noise_error =1.0
mins 355 , noise_error =0.9875
mins 356 , noise_error =1.0
mins 357 , noise_error =0.9876543209876543
mins 358 , noise_error =1.0
mins 359 , noise_error =1.0
mins 360 , noise_error =1.0
mins 361 , noise_error =0.975
mins 362 , noise_error =1.0
mins 363 , noise_error =1.0
mins 364 , noise_error =1.0
mins 365 , noise_error =1.0
mins 366 , noise_error =1.0
mins 367 , noise_error =1.0
mins 368 , noise_error =0.9887640449438202
mins 369 , noise_error =1.0
mins 370 , noise_error =0.9882352941176471
mins 371 , noise_error =1.0
mins 372 , noise_error =1.0
mins 373 , noise_error =1.0
mins 374 , noise_error =1.0
mins 375 , noise_error =1.0
mins 376 , noise_error =1.0
mins 377 , noise_error =1.0
mins 378 , noise_error =0.631578947368421
mins 379 , noise_error =0.8085106382978724
mins 380 , noise_error =0.5204081632653061
mins 381 , noise_error =0.3913043478260869
mins 382 , noise_error =0.8404255319148937
mins 383 , noise_error =0.9885057471264368
