mins 0 , noise_error =0.9137931034482758, delte = 0.034482758620689724
mins 1 , noise_error =0.9292035398230089, delte = 0.07079646017699115
mins 2 , noise_error =0.9587628865979382, delte = 0.04123711340206182
mins 3 , noise_error =0.9607843137254902, delte = 0.039215686274509776
mins 4 , noise_error =0.8, delte = 0.19047619047619047
mins 5 , noise_error =0.9428571428571428, delte = 0.05714285714285716
mins 6 , noise_error =0.9714285714285714, delte = 0.02857142857142858
mins 7 , noise_error =0.8240740740740741, delte = 0.17592592592592593
mins 8 , noise_error =0.8317757009345794, delte = 0.16822429906542058
mins 9 , noise_error =0.7904761904761904, delte = 0.20952380952380956
mins 10 , noise_error =0.9903846153846154, delte = 0.009615384615384581
mins 11 , noise_error =0.9619047619047619, delte = 0.03809523809523807
mins 12 , noise_error =0.9333333333333333, delte = 0.06666666666666665
mins 13 , noise_error =0.9423076923076923, delte = 0.05769230769230771
mins 14 , noise_error =0.9615384615384616, delte = 0.038461538461538436
mins 15 , noise_error =0.9423076923076923, delte = 0.05769230769230771
mins 16 , noise_error =0.9230769230769231, delte = 0.07692307692307687
mins 17 , noise_error =0.9074074074074074, delte = 0.09259259259259256
mins 18 , noise_error =0.9903846153846154, delte = 0.009615384615384581
mins 19 , noise_error =0.9411764705882353, delte = 0.0490196078431373
mins 20 , noise_error =0.9615384615384616, delte = 0.038461538461538436
mins 21 , noise_error =0.7788461538461539, delte = 0.21153846153846156
mins 22 , noise_error =0.8623853211009174, delte = 0.13761467889908263
mins 23 , noise_error =0.963963963963964, delte = 0.036036036036036
mins 24 , noise_error =0.8207547169811321, delte = 0.17924528301886788
mins 25 , noise_error =0.962962962962963, delte = 0.03703703703703698
mins 26 , noise_error =0.9320388349514563, delte = 0.058252427184465994
mins 27 , noise_error =0.96, delte = 0.040000000000000036
mins 28 , noise_error =0.9607843137254902, delte = 0.039215686274509776
mins 29 , noise_error =0.9805825242718447, delte = 0.01941747572815533
mins 30 , noise_error =0.9541284403669725, delte = 0.04587155963302747
mins 31 , noise_error =0.8981481481481481, delte = 0.10185185185185186
mins 32 , noise_error =0.9807692307692307, delte = 0.019230769230769273
mins 33 , noise_error =0.8018867924528301, delte = 0.19811320754716988
mins 34 , noise_error =0.9252336448598131, delte = 0.07476635514018692
mins 35 , noise_error =0.9642857142857143, delte = 0.0267857142857143
mins 36 , noise_error =0.8813559322033898, delte = 0.03389830508474578
mins 37 , noise_error =0.9047619047619048, delte = 0.08730158730158732
mins 38 , noise_error =0.9298245614035088, delte = 0.07017543859649122
mins 39 , noise_error =0.9545454545454546, delte = 0.045454545454545414
mins 40 , noise_error =0.7747747747747747, delte = 0.21621621621621623
mins 41 , noise_error =0.8363636363636364, delte = 0.16363636363636358
mins 42 , noise_error =0.8918918918918919, delte = 0.09909909909909909
mins 43 , noise_error =0.9469026548672567, delte = 0.053097345132743334
mins 44 , noise_error =0.8053097345132744, delte = 0.19469026548672563
mins 45 , noise_error =0.868421052631579, delte = 0.12280701754385959
mins 46 , noise_error =0.8362068965517242, delte = 0.1637931034482758
mins 47 , noise_error =0.9469026548672567, delte = 0.053097345132743334
mins 48 , noise_error =0.9649122807017544, delte = 0.03508771929824561
mins 49 , noise_error =0.825, delte = 0.17500000000000004
mins 50 , noise_error =0.9663865546218487, delte = 0.03361344537815125
mins 51 , noise_error =0.7543859649122807, delte = 0.1842105263157895
mins 52 , noise_error =0.9224137931034483, delte = 0.06896551724137934
mins 53 , noise_error =0.9736842105263158, delte = 0.01754385964912275
mins 54 , noise_error =0.8521739130434782, delte = 0.14782608695652177
mins 55 , noise_error =0.923728813559322, delte = 0.05932203389830515
mins 56 , noise_error =0.9663865546218487, delte = 0.03361344537815125
mins 57 , noise_error =0.9504132231404958, delte = 0.008264462809917439
mins 58 , noise_error =0.954954954954955, delte = 0.04504504504504503
mins 59 , noise_error =0.9454545454545454, delte = 0.054545454545454564
mins 60 , noise_error =0.8181818181818181, delte = 0.17272727272727284
mins 61 , noise_error =0.7980769230769231, delte = 0.20192307692307687
mins 62 , noise_error =0.8055555555555556, delte = 0.19444444444444442
mins 63 , noise_error =0.9322033898305084, delte = 0.06779661016949157
mins 64 , noise_error =0.8135593220338984, delte = 0.15254237288135586
mins 65 , noise_error =0.7948717948717949, delte = 0.18803418803418792
mins 66 , noise_error =0.8376068376068376, delte = 0.15384615384615385
mins 67 , noise_error =0.9590163934426229, delte = 0.040983606557377095
mins 68 , noise_error =0.9834710743801653, delte = 0.008264462809917328
mins 69 , noise_error =0.9426229508196722, delte = 0.0491803278688524
mins 70 , noise_error =0.7583333333333333, delte = 0.20000000000000007
mins 71 , noise_error =0.956140350877193, delte = 0.01754385964912286
mins 72 , noise_error =0.8981481481481481, delte = 0.10185185185185186
mins 73 , noise_error =0.9174311926605505, delte = 0.08256880733944949
mins 74 , noise_error =0.9541284403669725, delte = 0.0183486238532109
mins 75 , noise_error =0.8301886792452831, delte = 0.16981132075471694
mins 76 , noise_error =0.9019607843137255, delte = 0.08823529411764708
mins 77 , noise_error =0.9108910891089109, delte = 0.08910891089108908
mins 78 , noise_error =0.9611650485436893, delte = 0.03883495145631066
mins 79 , noise_error =0.9711538461538461, delte = 0.028846153846153855
mins 80 , noise_error =0.9306930693069306, delte = 0.06930693069306937
mins 81 , noise_error =0.9423076923076923, delte = 0.05769230769230771
mins 82 , noise_error =0.9903846153846154, delte = 0.009615384615384581
mins 83 , noise_error =0.8235294117647058, delte = 0.17647058823529416
mins 84 , noise_error =0.9207920792079208, delte = 0.07920792079207917
mins 85 , noise_error =0.9603960396039604, delte = 0.03960396039603964
mins 86 , noise_error =0.8490566037735849, delte = 0.15094339622641506
mins 87 , noise_error =0.9259259259259259, delte = 0.06481481481481477
mins 88 , noise_error =0.7333333333333334, delte = 0.19166666666666665
mins 89 , noise_error =0.788135593220339, delte = 0.1694915254237288
mins 90 , noise_error =0.9612403100775194, delte = 0.023255813953488302
mins 91 , noise_error =0.9747899159663865, delte = 0.025210084033613467
mins 92 , noise_error =0.8048780487804879, delte = 0.1707317073170731
mins 93 , noise_error =0.8151260504201681, delte = 0.03361344537815125
mins 94 , noise_error =0.717741935483871, delte = 0.08064516129032251
mins 95 , noise_error =0.7380952380952381, delte = 0.031746031746031744
mins 96 , noise_error =0.7265625, delte = 0.046875
mins 97 , noise_error =0.792, delte = 0.07999999999999996
mins 98 , noise_error =0.888, delte = 0.016000000000000014
mins 99 , noise_error =0.8360655737704918, delte = 0.07377049180327866
mins 100 , noise_error =0.7109375, delte = 0.125
mins 101 , noise_error =0.7916666666666666, delte = 0.033333333333333326
mins 102 , noise_error =0.7633587786259541, delte = 0.06106870229007644
mins 103 , noise_error =0.6544117647058824, delte = 0.08823529411764708
mins 104 , noise_error =0.736, delte = 0.16800000000000004
mins 105 , noise_error =0.872, delte = 0.07999999999999996
mins 106 , noise_error =0.9256198347107438, delte = 0.06611570247933884
mins 107 , noise_error =0.9224137931034483, delte = 0.07758620689655171
mins 108 , noise_error =0.9469026548672567, delte = 0.008849557522123908
mins 109 , noise_error =0.9487179487179487, delte = 0.017094017094017144
mins 110 , noise_error =0.6259541984732824, delte = 0.05343511450381688
mins 111 , noise_error =0.7933884297520661, delte = 0.04132231404958675
mins 112 , noise_error =0.817391304347826, delte = 0.034782608695652195
mins 113 , noise_error =0.865546218487395, delte = 0.008403361344537785
mins 114 , noise_error =0.9090909090909091, delte = 0.045454545454545525
mins 115 , noise_error =0.6557377049180328, delte = 0.11475409836065564
mins 116 , noise_error =0.8617886178861789, delte = 0.008130081300812941
mins 117 , noise_error =0.7559055118110236, delte = 0.11023622047244097
mins 118 , noise_error =0.6136363636363636, delte = 0.1515151515151515
mins 119 , noise_error =0.8740740740740741, delte = 0.02962962962962956
mins 120 , noise_error =0.944, delte = 0.03200000000000003
mins 121 , noise_error =0.956140350877193, delte = 0.04385964912280704
mins 122 , noise_error =0.963963963963964, delte = 0.036036036036036
mins 123 , noise_error =0.9739130434782609, delte = 0.02608695652173909
mins 124 , noise_error =0.776, delte = 0.06399999999999995
mins 125 , noise_error =0.8017241379310345, delte = 0.0431034482758621
mins 126 , noise_error =0.6638655462184874, delte = 0.05882352941176472
mins 127 , noise_error =0.7317073170731707, delte = 0.10569105691056913
mins 128 , noise_error =0.7154471544715447, delte = 0.05691056910569103
mins 129 , noise_error =0.7716535433070866, delte = 0.07086614173228356
mins 130 , noise_error =0.652542372881356, delte = 0.0847457627118644
mins 131 , noise_error =0.7054263565891472, delte = 0.10852713178294582
mins 132 , noise_error =0.9609375, delte = 0.0390625
mins 133 , noise_error =0.9516129032258065, delte = 0.032258064516129004
mins 134 , noise_error =0.9663865546218487, delte = 0.03361344537815125
mins 135 , noise_error =0.9375, delte = 0.03125
mins 136 , noise_error =0.940677966101695, delte = 0.05932203389830504
mins 137 , noise_error =0.923728813559322, delte = 0.07627118644067798
mins 138 , noise_error =0.8407079646017699, delte = 0.1327433628318584
mins 139 , noise_error =0.7768595041322314, delte = 0.20661157024793397
mins 140 , noise_error =0.8818897637795275, delte = 0.11811023622047245
mins 141 , noise_error =0.8347826086956522, delte = 0.16521739130434776
mins 142 , noise_error =0.9572649572649573, delte = 0.042735042735042694
mins 143 , noise_error =0.9396551724137931, delte = 0.03448275862068961
mins 144 , noise_error =0.9508196721311475, delte = 0.032786885245901676
mins 145 , noise_error =0.8503937007874016, delte = 0.1417322834645669
mins 146 , noise_error =0.8666666666666667, delte = 0.08333333333333326
mins 147 , noise_error =0.9672131147540983, delte = 0.016393442622950838
mins 148 , noise_error =0.9491525423728814, delte = 0.05084745762711862
mins 149 , noise_error =0.9669421487603306, delte = 0.03305785123966942
mins 150 , noise_error =0.9230769230769231, delte = 0.07692307692307687
