id,date,time,sht_t,sht_h,pm1,pm25,pm10,co2,adc,acc_x,acc_y,acc_z,accx_int,accy_int,accz_int,accx_i,accy_i,accz_i,sht_t_ext,sht_h_ext,gps_lat,gps_lon,gps_alt,gps_speed,gps_dir,gps_fix,pressure,ai1_1,ai1_2,ai1_3,ai1_4,ai2_1,ai2_2,ai2_3,ai2_4,ERR
0C9A4249DB4E,2020-04-10,00:00:00,29.9,48.1,7,10,11,497,0,-3,-2,60,65,62,39,-4,-2,61,0.0,0.0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000
0C9A4249DB4E,2020-04-10,00:00:15,29.8,48.1,7,10,12,497,0,-4,-2,61,63,78,32,-3,-2,61,0.0,0.0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000
0C9A4249DB4E,2020-04-10,00:00:30,29.8,48.1,7,11,12,497,0,-3,-2,61,73,58,36,-4,-2,61,0.0,0.0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000
0C9A4249DB4E,2020-04-10,00:00:45,29.9,48.1,7,11,12,497,0,-4,-2,61,73,79,42,-3,-1,61,0.0,0.0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000
0C9A4249DB4E,2020-04-10,00:01:00,29.9,48.1,7,11,12,497,0,-3,-1,61,81,62,56,-4,-1,61,0.0,0.0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000
0C9A4249DB4E,2020-04-10,00:01:15,29.9,48.1,7,10,12,497,0,-4,-1,61,80,56,52,-4,-1,61,0.0,0.0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000
0C9A4249DB4E,2020-04-10,00:01:30,29.9,48.1,7,10,11,497,0,-4,-1,61,67,83,26,-3,-2,61,0.0,0.0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000
0C9A4249DB4E,2020-04-10,00:01:45,29.9,48.1,7,11,12,497,0,-3,-2,61,67,62,44,-4,-2,61,0.0,0.0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000
0C9A4249DB4E,2020-04-10,00:02:00,29.9,48.1,6,10,11,497,0,-4,-2,61,78,71,52,-4,-1,61,0.0,0.0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000
0C9A4249DB4E,2020-04-10,00:02:15,29.8,48.1,7,12,12,497,0,-4,-1,61,70,79,70,-4,-2,61,0.0,0.0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000
0C9A4249DB4E,2020-04-10,00:02:30,29.8,48.1,7,12,13,498,0,-4,-2,61,72,80,42,-4,-2,61,0.0,0.0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000
0C9A4249DB4E,2020-04-10,00:02:45,29.9,48.1,6,11,11,498,0,-4,-2,61,70,56,32,-4,-2,61,0.0,0.0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000
0C9A4249DB4E,2020-04-10,00:03:00,29.9,48.1,7,11,12,497,0,-4,-2,61,69,81,43,-3,-1,60,0.0,0.0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000
0C9A4249DB4E,2020-04-10,00:03:15,29.8,48.1,7,10,11,498,0,-3,-1,60,66,76,45,-3,-1,61,0.0,0.0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000
0C9A4249DB4E,2020-04-10,00:03:30,29.8,48.1,6,9,9,498,0,-3,-1,61,83,80,51,-4,-1,60,0.0,0.0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000
0C9A4249DB4E,2020-04-10,00:03:45,29.8,48.1,7,10,11,499,0,-4,-1,60,77,89,57,-3,-2,61,0.0,0.0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000
0C9A4249DB4E,2020-04-10,00:04:00,29.8,48.1,6,9,10,499,0,-3,-2,61,65,61,46,-4,-1,61,0.0,0.0,25.039288,121.612939,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000
