mins 1460 , noise_error =0.9858156028368794
mins 1461 , noise_error =0.9937888198757764
mins 1462 , noise_error =1.0
mins 1463 , noise_error =0.9874213836477987
mins 1464 , noise_error =1.0
mins 1465 , noise_error =1.0
mins 1466 , noise_error =1.0
mins 1467 , noise_error =1.0
mins 1468 , noise_error =1.0
mins 1469 , noise_error =1.0
mins 1470 , noise_error =0.9795918367346939
mins 1471 , noise_error =0.965034965034965
mins 1472 , noise_error =0.9785714285714285
mins 1473 , noise_error =0.986013986013986
mins 1474 , noise_error =0.9481481481481482
mins 1475 , noise_error =1.0
mins 1476 , noise_error =0.9758064516129032
mins 1477 , noise_error =0.9776119402985075
mins 1478 , noise_error =0.9925373134328358
mins 1479 , noise_error =1.0
mins 1480 , noise_error =1.0
mins 1481 , noise_error =1.0
mins 1482 , noise_error =1.0
mins 1483 , noise_error =0.9923664122137404
mins 1484 , noise_error =1.0
mins 1485 , noise_error =1.0
mins 1486 , noise_error =1.0
mins 1487 , noise_error =1.0
mins 1488 , noise_error =1.0
mins 1489 , noise_error =1.0
mins 1490 , noise_error =1.0
mins 1491 , noise_error =1.0
mins 1492 , noise_error =1.0
mins 1493 , noise_error =1.0
mins 1494 , noise_error =1.0
mins 1495 , noise_error =0.9833333333333333
mins 1496 , noise_error =1.0
mins 1497 , noise_error =0.983739837398374
mins 1498 , noise_error =1.0
mins 1499 , noise_error =1.0
mins 1500 , noise_error =1.0
mins 1501 , noise_error =1.0
mins 1502 , noise_error =1.0
mins 1503 , noise_error =1.0
mins 1504 , noise_error =0.9928057553956835
mins 1505 , noise_error =0.9925373134328358
mins 1506 , noise_error =0.9844961240310077
mins 1507 , noise_error =1.0
mins 1508 , noise_error =0.9920634920634921
mins 1509 , noise_error =0.9672131147540983
mins 1510 , noise_error =0.9655172413793104
mins 1511 , noise_error =0.9482758620689655
mins 1512 , noise_error =0.9912280701754386
mins 1513 , noise_error =1.0
mins 1514 , noise_error =0.8661417322834646
mins 1515 , noise_error =0.9925373134328358
mins 1516 , noise_error =0.8515625
mins 1517 , noise_error =0.9609375
mins 1518 , noise_error =0.9562043795620438
mins 1519 , noise_error =0.9777777777777777
mins 1520 , noise_error =1.0
mins 1521 , noise_error =1.0
mins 1522 , noise_error =1.0
