mins 2880 , noise_error =1.0
mins 2881 , noise_error =1.0
mins 2882 , noise_error =1.0
mins 2883 , noise_error =1.0
mins 2884 , noise_error =0.9705882352941176
mins 2885 , noise_error =0.9699248120300752
mins 2886 , noise_error =1.0
mins 2887 , noise_error =1.0
mins 2888 , noise_error =1.0
mins 2889 , noise_error =0.9333333333333333
mins 2890 , noise_error =0.42500000000000004
mins 2891 , noise_error =0.31775700934579443
mins 2892 , noise_error =0.7602739726027398
mins 2893 , noise_error =0.4054054054054054
mins 2894 , noise_error =0.1515151515151515
mins 2895 , noise_error =0.20779220779220775
mins 2896 , noise_error =0.5471698113207547
mins 2897 , noise_error =0.40816326530612246
mins 2898 , noise_error =0.7945205479452055
mins 2899 , noise_error =0.9733333333333334
mins 2900 , noise_error =0.6666666666666667
mins 2901 , noise_error =0.7115384615384616
mins 2902 , noise_error =0.9583333333333334
mins 2903 , noise_error =0.8907563025210083
mins 2904 , noise_error =0.7033898305084746
mins 2905 , noise_error =0.6037735849056604
mins 2906 , noise_error =0.6293103448275862
mins 2907 , noise_error =0.7933884297520661
mins 2908 , noise_error =1.0
mins 2909 , noise_error =1.0
mins 2910 , noise_error =0.6991869918699187
mins 2911 , noise_error =0.7777777777777778
mins 2912 , noise_error =0.4752475247524752
mins 2913 , noise_error =0.8348623853211009
mins 2914 , noise_error =0.8434782608695652
mins 2915 , noise_error =0.9230769230769231
mins 2916 , noise_error =0.9298245614035088
mins 2917 , noise_error =0.983739837398374
mins 2918 , noise_error =0.9426229508196722
mins 2919 , noise_error =0.7844827586206897
mins 2920 , noise_error =0.9516129032258065
mins 2921 , noise_error =0.788135593220339
mins 2922 , noise_error =0.6538461538461539
mins 2923 , noise_error =0.7307692307692308
mins 2924 , noise_error =0.7142857142857143
mins 2925 , noise_error =0.9739130434782609
mins 2926 , noise_error =0.9210526315789473
mins 2927 , noise_error =0.9411764705882353
mins 2928 , noise_error =0.9736842105263158
mins 2929 , noise_error =0.9411764705882353
mins 2930 , noise_error =0.8448275862068966
mins 2931 , noise_error =0.813953488372093
mins 2932 , noise_error =0.11428571428571432
mins 2933 , noise_error =0.07999999999999996
mins 2934 , noise_error =0.3586956521739131
mins 2935 , noise_error =0.4019607843137255
mins 2936 , noise_error =0.25373134328358204
mins 2937 , noise_error =0.680672268907563
mins 2938 , noise_error =0.5773195876288659
mins 2939 , noise_error =0.6190476190476191
mins 2940 , noise_error =0.5614035087719298
mins 2941 , noise_error =0.25316455696202533
mins 2942 , noise_error =0.12
mins 2943 , noise_error =0.1578947368421053
mins 2944 , noise_error =0.09302325581395354
mins 2945 , noise_error =0.32499999999999996
mins 2946 , noise_error =0.1777777777777778
mins 2947 , noise_error =0.43529411764705883
mins 2948 , noise_error =0.5567010309278351
mins 2949 , noise_error =0.7982456140350878
mins 2950 , noise_error =0.8288288288288288
mins 2951 , noise_error =0.8421052631578947
mins 2952 , noise_error =0.6557377049180328
mins 2953 , noise_error =0.8333333333333334
