mins 2100 , noise_error =0.975609756097561
mins 2101 , noise_error =0.853448275862069
mins 2102 , noise_error =0.7363636363636363
mins 2103 , noise_error =0.5865384615384616
mins 2104 , noise_error =0.6699029126213591
mins 2105 , noise_error =0.8584070796460177
mins 2106 , noise_error =1.0
mins 2107 , noise_error =1.0
mins 2108 , noise_error =0.7264150943396226
mins 2109 , noise_error =0.5656565656565656
mins 2110 , noise_error =0.7757009345794392
mins 2111 , noise_error =0.8421052631578947
mins 2112 , noise_error =0.9915254237288136
mins 2113 , noise_error =1.0
mins 2114 , noise_error =0.9009009009009009
mins 2115 , noise_error =0.8974358974358975
mins 2116 , noise_error =0.9545454545454546
mins 2117 , noise_error =0.916030534351145
mins 2118 , noise_error =0.9465648854961832
mins 2119 , noise_error =0.9461538461538461
mins 2120 , noise_error =0.937984496124031
mins 2121 , noise_error =0.9701492537313433
mins 2122 , noise_error =0.9836065573770492
mins 2123 , noise_error =0.9826086956521739
mins 2124 , noise_error =0.9568965517241379
mins 2125 , noise_error =1.0
mins 2126 , noise_error =0.9523809523809523
mins 2127 , noise_error =0.9849624060150376
mins 2128 , noise_error =1.0
mins 2129 , noise_error =0.9918032786885246
mins 2130 , noise_error =0.912
mins 2131 , noise_error =0.8939393939393939
mins 2132 , noise_error =0.9777777777777777
mins 2133 , noise_error =0.9552238805970149
mins 2134 , noise_error =0.9841269841269842
mins 2135 , noise_error =0.9915966386554622
mins 2136 , noise_error =1.0
mins 2137 , noise_error =0.9919354838709677
mins 2138 , noise_error =1.0
mins 2139 , noise_error =1.0
mins 2140 , noise_error =1.0
mins 2141 , noise_error =1.0
mins 2142 , noise_error =1.0
mins 2143 , noise_error =0.9819819819819819
mins 2144 , noise_error =1.0
mins 2145 , noise_error =1.0
mins 2146 , noise_error =1.0
mins 2147 , noise_error =1.0
mins 2148 , noise_error =1.0
mins 2149 , noise_error =1.0
mins 2150 , noise_error =0.9821428571428571
mins 2151 , noise_error =1.0
mins 2152 , noise_error =1.0
mins 2153 , noise_error =0.9819819819819819
mins 2154 , noise_error =0.972972972972973
mins 2155 , noise_error =0.9833333333333333
mins 2156 , noise_error =1.0
mins 2157 , noise_error =1.0
mins 2158 , noise_error =1.0
mins 2159 , noise_error =1.0
mins 2160 , noise_error =1.0
mins 2161 , noise_error =0.9811320754716981
mins 2162 , noise_error =0.9902912621359223
mins 2163 , noise_error =1.0
mins 2164 , noise_error =1.0
mins 2165 , noise_error =1.0
mins 2166 , noise_error =0.9811320754716981
mins 2167 , noise_error =0.9805825242718447
mins 2168 , noise_error =0.9826086956521739
mins 2169 , noise_error =0.9833333333333333
mins 2170 , noise_error =0.983739837398374
mins 2171 , noise_error =0.9827586206896551
mins 2172 , noise_error =0.8571428571428572
mins 2173 , noise_error =0.9919354838709677
mins 2174 , noise_error =0.975
mins 2175 , noise_error =0.743801652892562
mins 2176 , noise_error =0.8074074074074074
mins 2177 , noise_error =0.6984126984126984
mins 2178 , noise_error =0.8571428571428572
mins 2179 , noise_error =0.8833333333333333
mins 2180 , noise_error =0.9349593495934959
mins 2181 , noise_error =0.9516129032258065
mins 2182 , noise_error =0.9421487603305785
mins 2183 , noise_error =1.0
mins 2184 , noise_error =0.8103448275862069
mins 2185 , noise_error =0.788135593220339
mins 2186 , noise_error =0.9391304347826087
mins 2187 , noise_error =0.9320388349514563
mins 2188 , noise_error =0.9223300970873787
mins 2189 , noise_error =1.0
mins 2190 , noise_error =1.0
mins 2191 , noise_error =1.0
mins 2192 , noise_error =0.8727272727272728
mins 2193 , noise_error =0.9291338582677166
mins 2194 , noise_error =0.8467153284671532
mins 2195 , noise_error =0.8571428571428572
mins 2196 , noise_error =0.912
mins 2197 , noise_error =0.9930555555555556
mins 2198 , noise_error =0.8768115942028986
mins 2199 , noise_error =0.9083333333333333
mins 2200 , noise_error =0.9541284403669725
mins 2201 , noise_error =0.9917355371900827
mins 2202 , noise_error =1.0
mins 2203 , noise_error =1.0
mins 2204 , noise_error =1.0
mins 2205 , noise_error =1.0
mins 2206 , noise_error =0.8431372549019608
mins 2207 , noise_error =0.6504854368932038
mins 2208 , noise_error =0.7047619047619047
mins 2209 , noise_error =0.5545454545454546
mins 2210 , noise_error =0.6796116504854368
mins 2211 , noise_error =0.5980392156862745
mins 2212 , noise_error =0.8256880733944953
mins 2213 , noise_error =0.7610619469026548
mins 2214 , noise_error =0.6982758620689655
mins 2215 , noise_error =0.8642857142857143
mins 2216 , noise_error =0.7297297297297297
mins 2217 , noise_error =0.7916666666666666
mins 2218 , noise_error =0.8017241379310345
mins 2219 , noise_error =0.7916666666666666
mins 2220 , noise_error =0.9782608695652174
mins 2221 , noise_error =0.9411764705882353
mins 2222 , noise_error =0.9416666666666667
mins 2223 , noise_error =0.9140625
mins 2224 , noise_error =0.9834710743801653
mins 2225 , noise_error =0.9652173913043478
mins 2226 , noise_error =0.9914529914529915
mins 2227 , noise_error =1.0
mins 2228 , noise_error =1.0
