mins 2260 , noise_error =0.8070175438596492
mins 2261 , noise_error =0.6696428571428572
mins 2262 , noise_error =0.8288288288288288
mins 2263 , noise_error =0.9042553191489362
mins 2264 , noise_error =0.865979381443299
mins 2265 , noise_error =0.6063829787234043
mins 2266 , noise_error =0.8200000000000001
mins 2267 , noise_error =0.86
mins 2268 , noise_error =0.8235294117647058
mins 2269 , noise_error =0.6476190476190475
mins 2270 , noise_error =0.9223300970873787
mins 2271 , noise_error =0.9789473684210527
mins 2272 , noise_error =0.8350515463917526
mins 2273 , noise_error =0.8631578947368421
mins 2274 , noise_error =0.8947368421052632
mins 2275 , noise_error =0.9574468085106383
mins 2276 , noise_error =1.0
mins 2277 , noise_error =0.9775280898876404
mins 2278 , noise_error =0.8901098901098901
mins 2279 , noise_error =0.8282828282828283
mins 2280 , noise_error =0.9473684210526316
mins 2281 , noise_error =0.978021978021978
mins 2282 , noise_error =0.956989247311828
mins 2283 , noise_error =1.0
mins 2284 , noise_error =1.0
mins 2285 , noise_error =1.0
mins 2286 , noise_error =0.9789473684210527
mins 2287 , noise_error =1.0
mins 2288 , noise_error =0.9901960784313726
mins 2289 , noise_error =1.0
mins 2290 , noise_error =0.8804347826086957
mins 2291 , noise_error =1.0
mins 2292 , noise_error =0.968421052631579
mins 2293 , noise_error =1.0
mins 2294 , noise_error =1.0
mins 2295 , noise_error =0.9894736842105263
mins 2296 , noise_error =1.0
mins 2297 , noise_error =1.0
mins 2298 , noise_error =0.9893617021276596
mins 2299 , noise_error =1.0
mins 2300 , noise_error =1.0
mins 2301 , noise_error =1.0
mins 2302 , noise_error =0.7173913043478262
mins 2303 , noise_error =0.9680851063829787
mins 2304 , noise_error =1.0
mins 2305 , noise_error =0.9775280898876404
mins 2306 , noise_error =0.9550561797752809
mins 2307 , noise_error =0.9425287356321839
mins 2308 , noise_error =1.0
mins 2309 , noise_error =1.0
mins 2310 , noise_error =0.9431818181818182
mins 2311 , noise_error =0.9529411764705882
mins 2312 , noise_error =0.9204545454545454
mins 2313 , noise_error =0.9213483146067416
mins 2314 , noise_error =0.9787234042553191
mins 2315 , noise_error =0.935483870967742
mins 2316 , noise_error =0.956989247311828
mins 2317 , noise_error =0.9325842696629214
mins 2318 , noise_error =1.0
mins 2319 , noise_error =1.0
mins 2320 , noise_error =1.0
mins 2321 , noise_error =1.0
mins 2322 , noise_error =1.0
mins 2323 , noise_error =1.0
mins 2324 , noise_error =1.0
mins 2325 , noise_error =1.0
mins 2326 , noise_error =1.0
mins 2327 , noise_error =1.0
mins 2328 , noise_error =1.0
mins 2329 , noise_error =1.0
mins 2330 , noise_error =1.0
mins 2331 , noise_error =0.9772727272727273
mins 2332 , noise_error =1.0
mins 2333 , noise_error =1.0
mins 2334 , noise_error =1.0
mins 2335 , noise_error =0.9743589743589743
mins 2336 , noise_error =1.0
mins 2337 , noise_error =1.0
mins 2338 , noise_error =1.0
mins 2339 , noise_error =1.0
mins 2340 , noise_error =1.0
mins 2341 , noise_error =0.9873417721518988
