67837160,1.0506790621934778,67837172,-0.6710737607641121
67837517,1.130977030422908,67837528,-0.6471161235121409
67837874,1.0875867914241537,67837886,-0.7021096908676262
67838231,0.9893140855288339,67838242,-0.7035406549719072
67838585,0.9712321615348276,67838596,-0.7069996569792594
67838938,1.088782408249549,67838949,-0.6863109428633354
67839295,1.141063622589018,67839306,-0.6799587851290163
67839496,0.3915429856092133,67839511,-0.8735832805379391
67840004,1.314199217627134,67840016,-0.5857964043208381
67840355,0.9325628637166317,67840366,-0.7075213899087041
67840703,1.0643153040602038,67840714,-0.6935353621187788
67841052,1.0101690285892286,67841063,-0.7002448831490801
67841397,0.966977057594596,67841409,-0.7746079983456754
67841742,1.0718221017932643,67841753,-0.7195003700103191
67842086,1.1572100845484163,67842097,-0.6979406971304848
67842433,1.080100810763025,67842445,-0.6565670292834431
67842780,1.1431905737286088,67842792,-0.6910590398252446
67843129,1.1441436066108852,67843140,-0.7083401683361688
67843475,1.079875672690134,67843487,-0.6710285254569359
67843822,1.107151028815461,67843833,-0.6838352279312621
67844172,1.1707847000492255,67844183,-0.6776100979739279
67844524,1.1560404108202251,67844535,-0.6967576409295515
67844878,1.129016467310735,67844889,-0.7335550091121744
67845232,1.0348009632765267,67845244,-0.7242079768881418
67845582,0.9724153519787471,67845593,-0.726071169124382
67845934,1.07833605608475,67845946,-0.760853262519009
67846288,1.1667359239684845,67846299,-0.7416057280684429
67846644,1.15466866611906,67846656,-0.7452108732694973
67846999,1.0506270436752643,67847010,-0.7410273093089068
67847351,1.0984466693546926,67847362,-0.7580731086072705
67847704,1.1241636611484294,67847716,-0.758495194507325
67848056,1.0830602726118252,67848067,-0.7832979280026098
67848280,0.3596491042307538,67848295,-1.1096423827396809
67848758,1.4783036692475993,67848771,-0.6635155824343718
67849104,1.3265067079586852,67849117,-0.6960975280415684
67849445,1.1894462035436626,67849456,-0.7283310455617598
67849785,1.1863826236986812,67849796,-0.7029576733225895
67850129,1.1738342514957765,67850140,-0.7661362859862526
67850471,1.1160155909882663,67850483,-0.7762387647927358
67850815,1.1605216113241952,67850826,-0.7140365807591293
67851162,1.2133924426119416,67851174,-0.7324733143099168
67851511,1.190535159727632,67851523,-0.7495236672680385
67851862,1.1385304781700278,67851873,-0.7481933052319909
67852208,1.0643068212878535,67852220,-0.7093582005016483
67852554,1.1685780223734805,67852566,-0.7107648687188532
67852900,1.1879067044542806,67852911,-0.7307649714114532
67853248,1.1637334465452913,67853259,-0.7858681398143316
67853596,1.0369062599728007,67853607,-0.8041566011682126
67853942,1.1009690794023739,67853953,-0.7744992624550077
67854290,1.216775158229201,67854301,-0.7324611744179239
67854637,1.1824941676512992,67854648,-0.7500705232559618
67854984,1.2245667644974212,67854996,-0.7226259172840543
67855331,1.0953215643487189,67855342,-0.7784098581941039
67855675,1.1674619116353282,67855686,-0.7593337880498483
67856020,1.196046109379121,67856032,-0.7834177433497352
67856368,1.1925266068042362,67856379,-0.8002524476300343
67856717,1.1514435579683775,67856729,-0.7845855280410188
67857065,1.1833154480057952,67857076,-0.7761369550595836
67857414,1.254151606338511,67857426,-0.7460285532438393
67857767,1.2520738845716566,67857778,-0.7514642992949753
67858118,1.1875163955973909,67858129,-0.7730807979197372
67858466,1.124727250871834,67858478,-0.7718563318607818
67858815,1.2633533375827604,67858827,-0.7228065846541616
67859167,1.2667484541228737,67859178,-0.7561783205628904
67859521,1.2122789648844747,67859532,-0.7819115474791947
67859871,1.099341904042656,67859883,-0.7637814506944587
67860224,1.2481787635066122,67860235,-0.7366214327940401
67860579,1.2939017780552984,67860590,-0.7413445168293606
67860935,1.2733994112202685,67860946,-0.7523818756780039
67861294,1.2897059604796348,67861306,-0.7451267432768771
67861649,1.1346301058815635,67861660,-0.7855880121895719
67862001,1.2240842564146175,67862012,-0.7356786685169905
67862354,1.2703108796376843,67862366,-0.7611096365131453
67862709,1.2710413589988991,67862721,-0.7604159530447385
