mins 2650 , noise_error =1.0
mins 2651 , noise_error =1.0
mins 2652 , noise_error =1.0
mins 2653 , noise_error =1.0
mins 2654 , noise_error =1.0
mins 2655 , noise_error =1.0
mins 2656 , noise_error =1.0
mins 2657 , noise_error =1.0
mins 2658 , noise_error =0.9900990099009901
mins 2659 , noise_error =1.0
mins 2660 , noise_error =0.991304347826087
mins 2661 , noise_error =1.0
mins 2662 , noise_error =0.9918032786885246
mins 2663 , noise_error =1.0
mins 2664 , noise_error =1.0
mins 2665 , noise_error =1.0
mins 2666 , noise_error =0.967741935483871
mins 2667 , noise_error =0.8677685950413223
mins 2668 , noise_error =0.9495798319327731
mins 2669 , noise_error =1.0
mins 2670 , noise_error =1.0
mins 2671 , noise_error =1.0
mins 2672 , noise_error =1.0
mins 2673 , noise_error =1.0
mins 2674 , noise_error =1.0
mins 2675 , noise_error =1.0
mins 2676 , noise_error =1.0
mins 2677 , noise_error =1.0
mins 2678 , noise_error =1.0
mins 2679 , noise_error =1.0
mins 2680 , noise_error =1.0
mins 2681 , noise_error =1.0
mins 2682 , noise_error =1.0
mins 2683 , noise_error =1.0
mins 2684 , noise_error =1.0
mins 2685 , noise_error =1.0
mins 2686 , noise_error =1.0
mins 2687 , noise_error =1.0
mins 2688 , noise_error =1.0
mins 2689 , noise_error =1.0
mins 2690 , noise_error =1.0
mins 2691 , noise_error =1.0
mins 2692 , noise_error =1.0
mins 2693 , noise_error =1.0
mins 2694 , noise_error =1.0
mins 2695 , noise_error =1.0
mins 2696 , noise_error =1.0
mins 2697 , noise_error =1.0
mins 2698 , noise_error =0.9803921568627451
mins 2699 , noise_error =1.0
mins 2700 , noise_error =1.0
mins 2701 , noise_error =1.0
mins 2702 , noise_error =1.0
mins 2703 , noise_error =1.0
mins 2704 , noise_error =1.0
mins 2705 , noise_error =1.0
mins 2706 , noise_error =1.0
mins 2707 , noise_error =1.0
mins 2708 , noise_error =1.0
mins 2709 , noise_error =1.0
mins 2710 , noise_error =1.0
mins 2711 , noise_error =1.0
mins 2712 , noise_error =1.0
mins 2713 , noise_error =1.0
mins 2714 , noise_error =1.0
mins 2715 , noise_error =1.0
mins 2716 , noise_error =1.0
mins 2717 , noise_error =1.0
mins 2718 , noise_error =1.0
mins 2719 , noise_error =1.0
mins 2720 , noise_error =0.990909090909091
mins 2721 , noise_error =0.9658119658119658
mins 2722 , noise_error =1.0
mins 2723 , noise_error =1.0
mins 2724 , noise_error =1.0
mins 2725 , noise_error =1.0
mins 2726 , noise_error =1.0
mins 2727 , noise_error =1.0
mins 2728 , noise_error =1.0
mins 2729 , noise_error =1.0
mins 2730 , noise_error =1.0
mins 2731 , noise_error =1.0
mins 2732 , noise_error =1.0
