mins 0 , noise_error =0.98
mins 1 , noise_error =0.981651376146789
mins 2 , noise_error =0.9900990099009901
mins 3 , noise_error =1.0
mins 4 , noise_error =1.0
mins 5 , noise_error =1.0
mins 6 , noise_error =1.0
mins 7 , noise_error =1.0
mins 8 , noise_error =1.0
mins 9 , noise_error =1.0
mins 10 , noise_error =1.0
mins 11 , noise_error =1.0
mins 12 , noise_error =1.0
mins 13 , noise_error =1.0
mins 14 , noise_error =1.0
mins 15 , noise_error =1.0
mins 16 , noise_error =1.0
mins 17 , noise_error =1.0
mins 18 , noise_error =1.0
mins 19 , noise_error =1.0
mins 20 , noise_error =1.0
mins 21 , noise_error =1.0
mins 22 , noise_error =1.0
mins 23 , noise_error =1.0
mins 24 , noise_error =1.0
mins 25 , noise_error =1.0
mins 26 , noise_error =1.0
mins 27 , noise_error =1.0
mins 28 , noise_error =1.0
mins 29 , noise_error =1.0
mins 30 , noise_error =1.0
mins 31 , noise_error =1.0
mins 32 , noise_error =1.0
mins 33 , noise_error =1.0
mins 34 , noise_error =1.0
mins 35 , noise_error =1.0
mins 36 , noise_error =1.0
mins 37 , noise_error =1.0
mins 38 , noise_error =1.0
mins 39 , noise_error =0.9791666666666666
mins 40 , noise_error =1.0
mins 41 , noise_error =1.0
mins 42 , noise_error =1.0
mins 43 , noise_error =1.0
mins 44 , noise_error =0.9897959183673469
mins 45 , noise_error =1.0
mins 46 , noise_error =1.0
mins 47 , noise_error =1.0
mins 48 , noise_error =1.0
mins 49 , noise_error =1.0
mins 50 , noise_error =1.0
mins 51 , noise_error =1.0
mins 52 , noise_error =1.0
mins 53 , noise_error =1.0
mins 54 , noise_error =1.0
mins 55 , noise_error =1.0
mins 56 , noise_error =0.9777777777777777
mins 57 , noise_error =0.9583333333333334
mins 58 , noise_error =1.0
mins 59 , noise_error =1.0
mins 60 , noise_error =1.0
mins 61 , noise_error =1.0
mins 62 , noise_error =1.0
mins 63 , noise_error =1.0
mins 64 , noise_error =1.0
mins 65 , noise_error =1.0
mins 66 , noise_error =1.0
mins 67 , noise_error =1.0
mins 68 , noise_error =1.0
mins 69 , noise_error =0.9770114942528736
mins 70 , noise_error =1.0
mins 71 , noise_error =1.0
mins 72 , noise_error =1.0
mins 73 , noise_error =1.0
mins 74 , noise_error =1.0
mins 75 , noise_error =1.0
mins 76 , noise_error =1.0
mins 77 , noise_error =1.0
mins 78 , noise_error =1.0
mins 79 , noise_error =1.0
mins 80 , noise_error =1.0
mins 81 , noise_error =1.0
mins 82 , noise_error =1.0
mins 83 , noise_error =1.0
mins 84 , noise_error =1.0
mins 85 , noise_error =1.0
mins 86 , noise_error =1.0
mins 87 , noise_error =1.0
mins 88 , noise_error =1.0
mins 89 , noise_error =1.0
mins 90 , noise_error =1.0
mins 91 , noise_error =1.0
mins 92 , noise_error =1.0
mins 93 , noise_error =1.0
mins 94 , noise_error =1.0
mins 95 , noise_error =1.0
mins 96 , noise_error =1.0
mins 97 , noise_error =1.0
mins 98 , noise_error =1.0
mins 99 , noise_error =1.0
mins 100 , noise_error =1.0
mins 101 , noise_error =1.0
mins 102 , noise_error =1.0
mins 103 , noise_error =1.0
mins 104 , noise_error =1.0
mins 105 , noise_error =1.0
mins 106 , noise_error =1.0
mins 107 , noise_error =1.0
mins 108 , noise_error =1.0
mins 109 , noise_error =1.0
mins 110 , noise_error =1.0
mins 111 , noise_error =1.0
mins 112 , noise_error =1.0
mins 113 , noise_error =1.0
mins 114 , noise_error =1.0
mins 115 , noise_error =1.0
mins 116 , noise_error =1.0
mins 117 , noise_error =1.0
mins 118 , noise_error =1.0
mins 119 , noise_error =1.0
mins 120 , noise_error =1.0
mins 121 , noise_error =1.0
mins 122 , noise_error =1.0
mins 123 , noise_error =1.0
mins 124 , noise_error =1.0
mins 125 , noise_error =1.0
mins 126 , noise_error =1.0
mins 127 , noise_error =1.0
mins 128 , noise_error =1.0
mins 129 , noise_error =1.0
mins 130 , noise_error =1.0
mins 131 , noise_error =1.0
mins 132 , noise_error =1.0
mins 133 , noise_error =1.0
mins 134 , noise_error =1.0
mins 135 , noise_error =0.9807692307692307
mins 136 , noise_error =1.0
mins 137 , noise_error =1.0
mins 138 , noise_error =1.0
mins 139 , noise_error =1.0
mins 140 , noise_error =1.0
mins 141 , noise_error =1.0
mins 142 , noise_error =1.0
mins 143 , noise_error =1.0
mins 144 , noise_error =1.0
mins 145 , noise_error =1.0
mins 146 , noise_error =1.0
mins 147 , noise_error =0.9826086956521739
mins 148 , noise_error =0.98989898989899
mins 149 , noise_error =1.0
