datatime,id,date,time,sht_t,sht_h,pm1,pm25,pm10,co2,adc,acc_x,acc_y,acc_z,accx_int,accy_int,accz_int,accx_i,accy_i,accz_i,sht_t_ext,sht_h_ext,gps_lat,gps_lon,gps_alt,gps_speed,gps_dir,gps_fix,ai1_2,ai1_3,ai1_4,ERR,aslung_id,cPM1,cPM2.5
2019/3/18 00:00,F0038CE7ACB9,2019/3/18,00:00:27,20.4,85.6,18,27,27,552,100,0,0,0,0,0,0,0,0,0,20.4,85.6,25.039288,121.612939,0,0,0,0,744,564,739,0,AL-0147,12.53,13.698
2019/3/18 00:00,F0038CE7ACB9,2019/3/18,00:00:48,20.4,85.5,19,27,30,540,100,0,0,0,0,0,0,0,0,0,20.4,85.5,25.039288,121.612939,0,0,0,0,735,555,733,0,AL-0147,13.27,13.698
2019/3/18 00:01,F0038CE7ACB9,2019/3/18,00:01:27,20.4,85.6,18,25,28,552,100,0,0,0,0,0,0,0,0,0,20.4,85.6,25.039288,121.612939,0,0,0,0,740,557,735,0,AL-0147,12.522,12.522
2019/3/18 00:02,F0038CE7ACB9,2019/3/18,00:02:27,20.4,85.5,21,30,30,547,100,0,0,0,0,0,0,0,0,0,20.4,85.5,25.039288,121.612939,0,0,0,0,745,558,736,0,AL-0147,14.75,15.462
2019/3/18 00:03,F0038CE7ACB9,2019/3/18,00:03:28,20.4,85.5,20,29,30,539,100,0,0,0,0,0,0,0,0,0,20.4,85.5,25.039288,121.612939,0,0,0,0,744,559,740,0,AL-0147,14.01,14.874
2019/3/18 00:04,F0038CE7ACB9,2019/3/18,00:04:28,20.4,85.5,20,29,31,543,100,0,0,0,0,0,0,0,0,0,20.4,85.5,25.039288,121.612939,0,0,0,0,743,561,741,0,AL-0147,14.01,14.874
2019/3/18 00:05,F0038CE7ACB9,2019/3/18,00:05:28,20.4,85.5,16,25,27,531,100,0,0,0,0,0,0,0,0,0,20.4,85.5,25.039288,121.612939,0,0,0,0,740,561,735,0,AL-0147,11.05,12.522
2019/3/18 00:06,F0038CE7ACB9,2019/3/18,00:06:28,20.5,85.4,18,29,33,534,100,0,0,0,0,0,0,0,0,0,20.5,85.4,25.039288,121.612939,0,0,0,0,743,563,741,0,AL-0147,12.53,14.874
2019/3/18 00:07,F0038CE7ACB9,2019/3/18,00:07:28,20.5,85.4,19,29,34,540,100,0,0,0,0,0,0,0,0,0,20.5,85.4,25.039288,121.612939,0,0,0,0,741,559,737,0,AL-0147,13.27,14.874
2019/3/18 00:08,F0038CE7ACB9,2019/3/18,00:08:29,20.5,85.5,19,26,27,542,100,0,0,0,0,0,0,0,0,0,20.5,85.5,25.039288,121.612939,0,0,0,0,744,562,741,0,AL-0147,13.11,13.11
