mins 720 , noise_error =1.0
mins 721 , noise_error =1.0
mins 722 , noise_error =1.0
mins 723 , noise_error =1.0
mins 724 , noise_error =1.0
mins 725 , noise_error =1.0
mins 726 , noise_error =1.0
mins 727 , noise_error =1.0
mins 728 , noise_error =1.0
mins 729 , noise_error =1.0
mins 730 , noise_error =1.0
mins 731 , noise_error =0.9887640449438202
mins 732 , noise_error =1.0
mins 733 , noise_error =0.9885057471264368
mins 734 , noise_error =0.9883720930232558
mins 735 , noise_error =0.9886363636363636
mins 736 , noise_error =1.0
mins 737 , noise_error =1.0
mins 738 , noise_error =0.9166666666666666
mins 739 , noise_error =0.9555555555555556
mins 740 , noise_error =1.0
mins 741 , noise_error =0.9878048780487805
mins 742 , noise_error =0.9285714285714286
mins 743 , noise_error =0.9166666666666666
mins 744 , noise_error =1.0
mins 745 , noise_error =1.0
mins 746 , noise_error =1.0
mins 747 , noise_error =1.0
mins 748 , noise_error =1.0
mins 749 , noise_error =0.9873417721518988
mins 750 , noise_error =1.0
mins 751 , noise_error =1.0
mins 752 , noise_error =1.0
mins 753 , noise_error =0.9875
mins 754 , noise_error =1.0
mins 755 , noise_error =1.0
mins 756 , noise_error =1.0
mins 757 , noise_error =1.0
mins 758 , noise_error =1.0
mins 759 , noise_error =1.0
mins 760 , noise_error =0.9320388349514563
mins 761 , noise_error =0.94
mins 762 , noise_error =1.0
mins 763 , noise_error =0.9789473684210527
mins 764 , noise_error =0.9690721649484536
mins 765 , noise_error =1.0
mins 766 , noise_error =1.0
mins 767 , noise_error =1.0
mins 768 , noise_error =0.9879518072289156
mins 769 , noise_error =1.0
mins 770 , noise_error =1.0
mins 771 , noise_error =1.0
mins 772 , noise_error =1.0
mins 773 , noise_error =0.9873417721518988
mins 774 , noise_error =1.0
mins 775 , noise_error =1.0
mins 776 , noise_error =1.0
mins 777 , noise_error =0.8762886597938144
mins 778 , noise_error =0.8777777777777778
mins 779 , noise_error =0.9565217391304348
mins 780 , noise_error =1.0
mins 781 , noise_error =0.9888888888888889
mins 782 , noise_error =1.0
mins 783 , noise_error =1.0
mins 784 , noise_error =0.946236559139785
mins 785 , noise_error =1.0
mins 786 , noise_error =1.0
mins 787 , noise_error =0.968421052631579
mins 788 , noise_error =1.0
mins 789 , noise_error =1.0
mins 790 , noise_error =0.9081632653061225
mins 791 , noise_error =1.0
mins 792 , noise_error =0.9540229885057472
mins 793 , noise_error =0.9438202247191011
mins 794 , noise_error =0.4464285714285714
mins 795 , noise_error =0.5725806451612903
mins 796 , noise_error =0.45378151260504207
mins 797 , noise_error =0.7256637168141593
mins 798 , noise_error =1.0
mins 799 , noise_error =0.8411214953271028
mins 800 , noise_error =0.9646017699115044
mins 801 , noise_error =0.9391304347826087
mins 802 , noise_error =0.719626168224299
mins 803 , noise_error =0.7027027027027026
mins 804 , noise_error =0.8181818181818181
mins 805 , noise_error =0.73
mins 806 , noise_error =0.6964285714285714
mins 807 , noise_error =0.6111111111111112
mins 808 , noise_error =0.7894736842105263
mins 809 , noise_error =0.6846846846846847
mins 810 , noise_error =0.712962962962963
mins 811 , noise_error =0.5675675675675675
mins 812 , noise_error =0.8073394495412844
mins 813 , noise_error =0.8220338983050848
mins 814 , noise_error =0.7570093457943925
mins 815 , noise_error =0.6134453781512605
mins 816 , noise_error =0.6666666666666667
mins 817 , noise_error =0.7433628318584071
mins 818 , noise_error =0.7094017094017093
mins 819 , noise_error =0.8623853211009174
mins 820 , noise_error =0.8803418803418803
mins 821 , noise_error =0.7079646017699115
mins 822 , noise_error =0.6974789915966386
mins 823 , noise_error =0.6509433962264151
mins 824 , noise_error =0.6666666666666667
mins 825 , noise_error =0.8392857142857143
mins 826 , noise_error =0.9469026548672567
mins 827 , noise_error =1.0
mins 828 , noise_error =0.9819819819819819
mins 829 , noise_error =1.0
mins 830 , noise_error =0.9818181818181818
mins 831 , noise_error =0.9734513274336283
mins 832 , noise_error =1.0
mins 833 , noise_error =1.0
mins 834 , noise_error =1.0
mins 835 , noise_error =1.0
mins 836 , noise_error =0.9426229508196722
mins 837 , noise_error =0.7441860465116279
mins 838 , noise_error =0.8852459016393442
mins 839 , noise_error =0.8548387096774194
mins 840 , noise_error =0.916030534351145
mins 841 , noise_error =0.9844961240310077
mins 842 , noise_error =0.9846153846153847
mins 843 , noise_error =0.8888888888888888
mins 844 , noise_error =0.8253968253968254
mins 845 , noise_error =0.9365079365079365
mins 846 , noise_error =0.768
mins 847 , noise_error =0.9047619047619048
mins 848 , noise_error =0.9612403100775194
mins 849 , noise_error =0.8153846153846154
mins 850 , noise_error =0.8848920863309353
mins 851 , noise_error =0.9635036496350365
mins 852 , noise_error =0.8057553956834532
mins 853 , noise_error =0.8905109489051095
mins 854 , noise_error =0.9703703703703703
mins 855 , noise_error =0.8905109489051095
mins 856 , noise_error =0.8581560283687943
mins 857 , noise_error =0.8181818181818181
mins 858 , noise_error =0.7916666666666666
mins 859 , noise_error =0.9366197183098591
mins 860 , noise_error =0.8671328671328671
mins 861 , noise_error =0.8055555555555556
mins 862 , noise_error =0.8111888111888113
mins 863 , noise_error =0.9084967320261438
mins 864 , noise_error =0.7986111111111112
mins 865 , noise_error =0.9463087248322147
mins 866 , noise_error =0.8695652173913043
mins 867 , noise_error =0.9300699300699301
mins 868 , noise_error =0.7410071942446044
mins 869 , noise_error =0.7785714285714286
mins 870 , noise_error =0.8251748251748252
mins 871 , noise_error =0.8581081081081081
mins 872 , noise_error =0.7323943661971831
mins 873 , noise_error =0.5671641791044777
mins 874 , noise_error =0.574468085106383
mins 875 , noise_error =0.4925373134328358
mins 876 , noise_error =0.7619047619047619
mins 877 , noise_error =0.6428571428571428
mins 878 , noise_error =0.7905405405405406
mins 879 , noise_error =0.8611111111111112
mins 880 , noise_error =1.0
mins 881 , noise_error =1.0
mins 882 , noise_error =1.0
mins 883 , noise_error =0.9927536231884058
