mins 950 , noise_error =0.98
mins 951 , noise_error =1.0
mins 952 , noise_error =1.0
mins 953 , noise_error =1.0
mins 954 , noise_error =1.0
mins 955 , noise_error =1.0
mins 956 , noise_error =1.0
mins 957 , noise_error =1.0
mins 958 , noise_error =0.979381443298969
mins 959 , noise_error =1.0
mins 960 , noise_error =1.0
mins 961 , noise_error =1.0
mins 962 , noise_error =1.0
mins 963 , noise_error =1.0
mins 964 , noise_error =1.0
mins 965 , noise_error =1.0
mins 966 , noise_error =0.98989898989899
mins 967 , noise_error =1.0
mins 968 , noise_error =1.0
mins 969 , noise_error =1.0
mins 970 , noise_error =1.0
mins 971 , noise_error =1.0
mins 972 , noise_error =1.0
mins 973 , noise_error =1.0
mins 974 , noise_error =1.0
mins 975 , noise_error =1.0
mins 976 , noise_error =1.0
mins 977 , noise_error =1.0
mins 978 , noise_error =1.0
mins 979 , noise_error =1.0
mins 980 , noise_error =1.0
mins 981 , noise_error =0.9887640449438202
mins 982 , noise_error =1.0
mins 983 , noise_error =1.0
mins 984 , noise_error =1.0
mins 985 , noise_error =1.0
mins 986 , noise_error =1.0
mins 987 , noise_error =0.9876543209876543
mins 988 , noise_error =1.0
mins 989 , noise_error =1.0
mins 990 , noise_error =1.0
mins 991 , noise_error =1.0
mins 992 , noise_error =1.0
mins 993 , noise_error =1.0
mins 994 , noise_error =1.0
mins 995 , noise_error =1.0
mins 996 , noise_error =1.0
mins 997 , noise_error =0.9587628865979382
mins 998 , noise_error =0.956989247311828
mins 999 , noise_error =0.8431372549019608
mins 1000 , noise_error =0.8865979381443299
mins 1001 , noise_error =0.9565217391304348
mins 1002 , noise_error =0.9777777777777777
mins 1003 , noise_error =1.0
mins 1004 , noise_error =1.0
mins 1005 , noise_error =1.0
mins 1006 , noise_error =0.935483870967742
mins 1007 , noise_error =0.968421052631579
mins 1008 , noise_error =0.9791666666666666
mins 1009 , noise_error =0.9775280898876404
mins 1010 , noise_error =0.9770114942528736
mins 1011 , noise_error =1.0
mins 1012 , noise_error =0.9550561797752809
mins 1013 , noise_error =0.9148936170212766
mins 1014 , noise_error =0.7272727272727273
mins 1015 , noise_error =0.989010989010989
mins 1016 , noise_error =0.9560439560439561
mins 1017 , noise_error =0.9787234042553191
mins 1018 , noise_error =0.8829787234042553
mins 1019 , noise_error =0.3586956521739131
mins 1020 , noise_error =0.7938144329896908
mins 1021 , noise_error =0.7731958762886598
mins 1022 , noise_error =0.2072072072072072
mins 1023 , noise_error =0.6759259259259259
mins 1024 , noise_error =0.9024390243902439
mins 1025 , noise_error =0.7913043478260869
mins 1026 , noise_error =0.8478260869565217
mins 1027 , noise_error =0.6799999999999999
mins 1028 , noise_error =0.5909090909090908
mins 1029 , noise_error =0.3513513513513513
mins 1030 , noise_error =0.39
mins 1031 , noise_error =0.6571428571428571
mins 1032 , noise_error =0.6632653061224489
mins 1033 , noise_error =0.8556701030927836
mins 1034 , noise_error =0.7741935483870968
mins 1035 , noise_error =0.8369565217391304
mins 1036 , noise_error =1.0
mins 1037 , noise_error =0.9662921348314607
mins 1038 , noise_error =0.9101123595505618
mins 1039 , noise_error =0.8913043478260869
mins 1040 , noise_error =0.7755102040816326
mins 1041 , noise_error =0.7526881720430108
mins 1042 , noise_error =0.87
mins 1043 , noise_error =0.8431372549019608
mins 1044 , noise_error =0.9560439560439561
mins 1045 , noise_error =0.9886363636363636
mins 1046 , noise_error =0.9333333333333333
mins 1047 , noise_error =0.9583333333333334
mins 1048 , noise_error =1.0
