mins 2320 , noise_error =0.7480916030534351
mins 2321 , noise_error =0.7166666666666667
mins 2322 , noise_error =0.6439393939393939
mins 2323 , noise_error =0.5413533834586466
mins 2324 , noise_error =0.7803030303030303
mins 2325 , noise_error =0.5983606557377049
mins 2326 , noise_error =0.7109375
mins 2327 , noise_error =0.8444444444444444
mins 2328 , noise_error =0.8432835820895522
mins 2329 , noise_error =0.65625
mins 2330 , noise_error =0.7238805970149254
mins 2331 , noise_error =0.6590909090909092
mins 2332 , noise_error =0.7596899224806202
mins 2333 , noise_error =0.65625
mins 2334 , noise_error =0.5630252100840336
mins 2335 , noise_error =0.5254237288135593
mins 2336 , noise_error =0.6910569105691057
mins 2337 , noise_error =0.5675675675675675
mins 2338 , noise_error =0.5
mins 2339 , noise_error =0.6929824561403508
mins 2340 , noise_error =0.8695652173913043
mins 2341 , noise_error =0.9831932773109243
mins 2342 , noise_error =0.6991869918699187
mins 2343 , noise_error =0.543859649122807
mins 2344 , noise_error =0.6695652173913044
mins 2345 , noise_error =0.7563025210084033
mins 2346 , noise_error =0.8205128205128205
mins 2347 , noise_error =0.7678571428571428
mins 2348 , noise_error =0.9568965517241379
mins 2349 , noise_error =1.0
mins 2350 , noise_error =0.9491525423728814
mins 2351 , noise_error =0.8632478632478633
mins 2352 , noise_error =0.8376068376068376
mins 2353 , noise_error =0.6694915254237288
mins 2354 , noise_error =0.6428571428571428
mins 2355 , noise_error =0.744
mins 2356 , noise_error =0.7786885245901639
mins 2357 , noise_error =0.5333333333333333
mins 2358 , noise_error =0.3728813559322034
mins 2359 , noise_error =0.7768595041322314
mins 2360 , noise_error =0.8617886178861789
mins 2361 , noise_error =0.7751937984496124
mins 2362 , noise_error =0.803030303030303
mins 2363 , noise_error =0.9024390243902439
mins 2364 , noise_error =0.856
mins 2365 , noise_error =0.8769230769230769
mins 2366 , noise_error =0.9262295081967213
mins 2367 , noise_error =0.875
mins 2368 , noise_error =0.7903225806451613
mins 2369 , noise_error =0.7441860465116279
mins 2370 , noise_error =0.9344262295081968
mins 2371 , noise_error =0.856
mins 2372 , noise_error =0.8455284552845528
mins 2373 , noise_error =0.9186991869918699
mins 2374 , noise_error =0.8292682926829268
mins 2375 , noise_error =0.5675675675675675
mins 2376 , noise_error =0.8512396694214877
mins 2377 , noise_error =0.7768595041322314
mins 2378 , noise_error =0.7966101694915254
mins 2379 , noise_error =0.8130081300813008
mins 2380 , noise_error =0.6799999999999999
mins 2381 , noise_error =0.7131147540983607
mins 2382 , noise_error =0.7611940298507462
mins 2383 , noise_error =0.6639344262295082
mins 2384 , noise_error =0.8571428571428572
mins 2385 , noise_error =0.92
mins 2386 , noise_error =0.7923076923076923
mins 2387 , noise_error =0.7804878048780488
mins 2388 , noise_error =0.864406779661017
mins 2389 , noise_error =0.7457627118644068
mins 2390 , noise_error =0.8951612903225806
mins 2391 , noise_error =0.8916666666666666
mins 2392 , noise_error =0.9349593495934959
mins 2393 , noise_error =0.8916666666666666
mins 2394 , noise_error =0.8360655737704918
mins 2395 , noise_error =0.7804878048780488
mins 2396 , noise_error =0.75
mins 2397 , noise_error =0.9047619047619048
mins 2398 , noise_error =0.926829268292683
mins 2399 , noise_error =0.860655737704918
mins 2400 , noise_error =0.8770491803278688
mins 2401 , noise_error =0.8188976377952756
mins 2402 , noise_error =0.8203125
mins 2403 , noise_error =0.7835820895522388
mins 2404 , noise_error =0.6691176470588236
mins 2405 , noise_error =0.8270676691729324
mins 2406 , noise_error =0.8045112781954887
mins 2407 , noise_error =0.8372093023255813
mins 2408 , noise_error =0.6048387096774194
mins 2409 , noise_error =0.656
mins 2410 , noise_error =0.7578125
mins 2411 , noise_error =0.7868852459016393
mins 2412 , noise_error =0.626984126984127
mins 2413 , noise_error =0.8306451612903226
mins 2414 , noise_error =0.7786885245901639
mins 2415 , noise_error =0.8292682926829268
mins 2416 , noise_error =0.819672131147541
mins 2417 , noise_error =0.859504132231405
mins 2418 , noise_error =0.940677966101695
mins 2419 , noise_error =0.7142857142857143
mins 2420 , noise_error =0.5
mins 2421 , noise_error =0.5373134328358209
mins 2422 , noise_error =0.7578125
mins 2423 , noise_error =0.8416666666666667
mins 2424 , noise_error =0.8455284552845528
mins 2425 , noise_error =0.8387096774193549
mins 2426 , noise_error =0.8487394957983193
mins 2427 , noise_error =0.8016528925619835
mins 2428 , noise_error =0.7666666666666666
mins 2429 , noise_error =0.680327868852459
mins 2430 , noise_error =0.856
mins 2431 , noise_error =0.8780487804878049
mins 2432 , noise_error =0.8095238095238095
mins 2433 , noise_error =0.7203389830508475
mins 2434 , noise_error =0.7851239669421488
mins 2435 , noise_error =0.7407407407407407
mins 2436 , noise_error =0.8272727272727273
mins 2437 , noise_error =0.6695652173913044
mins 2438 , noise_error =0.703125
mins 2439 , noise_error =0.848
mins 2440 , noise_error =0.8376068376068376
mins 2441 , noise_error =0.7401574803149606
mins 2442 , noise_error =0.6799999999999999
mins 2443 , noise_error =0.7936507936507937
mins 2444 , noise_error =0.847457627118644
mins 2445 , noise_error =0.6666666666666667
mins 2446 , noise_error =0.6456692913385826
mins 2447 , noise_error =0.7131782945736433
mins 2448 , noise_error =0.578512396694215
mins 2449 , noise_error =0.6015037593984962
mins 2450 , noise_error =0.6991869918699187
mins 2451 , noise_error =0.8571428571428572
mins 2452 , noise_error =0.8125
mins 2453 , noise_error =0.8181818181818181
