1320, 1552809168, lead_off:False/0.845, confidence:0.505, big_r:0, small_r0, Polarity:0, No_R:107, hfb: 0
1321, 1552809228, lead_off:False/0.845, confidence:0.342, big_r:0, small_r0, Polarity:0, No_R:117, hfb: 0
1322, 1552809288, lead_off:False/0.844, confidence:0.347, big_r:0, small_r0, Polarity:0, No_R:118, hfb: 0
1323, 1552809348, lead_off:False/0.844, confidence:0.348, big_r:0, small_r1, Polarity:0, No_R:112, hfb: 0
1324, 1552809408, lead_off:False/0.844, confidence:0.374, big_r:0, small_r0, Polarity:0, No_R:107, hfb: 1
1325, 1552809468, lead_off:False/0.844, confidence:0.509, big_r:0, small_r1, Polarity:0, No_R:110, hfb: 0
1326, 1552809528, lead_off:False/0.844, confidence:0.529, big_r:0, small_r0, Polarity:0, No_R:119, hfb: 0
1327, 1552809588, lead_off:False/0.844, confidence:0.693, big_r:0, small_r0, Polarity:0, No_R:114, hfb: 0
1328, 1552809648, lead_off:False/0.844, confidence:0.543, big_r:0, small_r1, Polarity:0, No_R:105, hfb: 0
1329, 1552809708, lead_off:False/0.844, confidence:0.544, big_r:0, small_r0, Polarity:0, No_R:103, hfb: 0
1334, 1552810008, lead_off:False/0.844, confidence:0.727, big_r:0, small_r0, Polarity:0, No_R:99, hfb: 0
1336, 1552810128, lead_off:False/0.843, confidence:0.587, big_r:0, small_r0, Polarity:0, No_R:104, hfb: 0
1337, 1552810188, lead_off:False/0.844, confidence:0.530, big_r:0, small_r1, Polarity:0, No_R:115, hfb: 0
1338, 1552810248, lead_off:False/0.843, confidence:0.676, big_r:0, small_r0, Polarity:0, No_R:108, hfb: 1
1339, 1552810308, lead_off:False/0.843, confidence:0.604, big_r:0, small_r0, Polarity:0, No_R:111, hfb: 1
1340, 1552810368, lead_off:False/0.843, confidence:0.373, big_r:0, small_r1, Polarity:0, No_R:102, hfb: 3
1341, 1552810428, lead_off:False/0.843, confidence:0.447, big_r:0, small_r0, Polarity:0, No_R:114, hfb: 1
1342, 1552810488, lead_off:False/0.844, confidence:0.454, big_r:0, small_r0, Polarity:0, No_R:119, hfb: 0
1343, 1552810548, lead_off:False/0.844, confidence:0.368, big_r:0, small_r0, Polarity:0, No_R:117, hfb: 0
1344, 1552810608, lead_off:False/0.844, confidence:0.456, big_r:0, small_r0, Polarity:0, No_R:114, hfb: 0
1345, 1552810668, lead_off:False/0.844, confidence:0.384, big_r:0, small_r0, Polarity:0, No_R:112, hfb: 0
1346, 1552810728, lead_off:False/0.844, confidence:0.418, big_r:0, small_r0, Polarity:0, No_R:110, hfb: 0
1347, 1552810788, lead_off:False/0.844, confidence:0.663, big_r:0, small_r0, Polarity:0, No_R:104, hfb: 0
1348, 1552810848, lead_off:False/0.844, confidence:0.510, big_r:1, small_r2, Polarity:0, No_R:104, hfb: 1
1349, 1552810908, lead_off:False/0.844, confidence:0.491, big_r:0, small_r0, Polarity:0, No_R:106, hfb: 0
1350, 1552810968, lead_off:False/0.844, confidence:0.495, big_r:0, small_r0, Polarity:0, No_R:105, hfb: 0
1351, 1552811028, lead_off:False/0.844, confidence:0.657, big_r:0, small_r0, Polarity:0, No_R:108, hfb: 0
1352, 1552811088, lead_off:False/0.844, confidence:0.731, big_r:0, small_r0, Polarity:0, No_R:108, hfb: 1
1353, 1552811148, lead_off:False/0.844, confidence:0.602, big_r:0, small_r0, Polarity:0, No_R:108, hfb: 1
1354, 1552811208, lead_off:False/0.844, confidence:0.604, big_r:0, small_r0, Polarity:0, No_R:111, hfb: 0
1355, 1552811268, lead_off:False/0.844, confidence:0.533, big_r:0, small_r0, Polarity:0, No_R:107, hfb: 0
1356, 1552811328, lead_off:False/0.844, confidence:0.726, big_r:0, small_r1, Polarity:0, No_R:106, hfb: 0
1357, 1552811388, lead_off:False/0.844, confidence:0.710, big_r:0, small_r0, Polarity:0, No_R:107, hfb: 0
1358, 1552811448, lead_off:False/0.844, confidence:0.670, big_r:0, small_r0, Polarity:0, No_R:115, hfb: 0
1359, 1552811508, lead_off:False/0.844, confidence:0.590, big_r:0, small_r0, Polarity:0, No_R:100, hfb: 0
1360, 1552811568, lead_off:False/0.844, confidence:0.518, big_r:0, small_r0, Polarity:0, No_R:110, hfb: 0
1361, 1552811628, lead_off:False/0.843, confidence:0.504, big_r:0, small_r0, Polarity:0, No_R:117, hfb: 1
1362, 1552811688, lead_off:False/0.843, confidence:0.513, big_r:0, small_r0, Polarity:0, No_R:113, hfb: 1
